rango,parola,frequenza,lemma,pos,pos_def
4313,sindacato,99,sindacare,VERB,verb
4315,ritirare,99,ritirare,VERB,verb
4493,abituato,95,abituare,VERB,verb
1316,salvare,398,salvare,VERB,verb
2374,fottuto,199,fottere,VERB,verb
2823,agire,164,agire,VERB,verb
1410,dawson,365,dawson,VERB,verb
4488,concetto,95,concetto,VERB,verb
2819,dirai,164,dirai,VERB,verb
114,sai,6415,sai,VERB,verb
1352,nato,385,nascere,VERB,verb
2775,fidati,167,fidare,VERB,verb
4439,feli,96,felre,VERB,verb
1398,combattere,370,combattere,VERB,verb
1362,calmati,382,calmare,VERB,verb
1329,poliziotto,392,poliziotto,VERB,verb
1760,aperta,283,aperto,VERB,verb
4304,alt,100,alt,VERB,verb
3043,follia,150,folliare,VERB,verb
3048,affitto,150,affittare,VERB,verb
3053,collega,149,collegare,VERB,verb
1417,tony,363,tony,VERB,verb
1572,dovevi,324,dovovere,VERB,verb
2753,samurai,168,samuraare,VERB,verb
1300,corso,404,corso,VERB,verb
4407,curare,97,curare,VERB,verb
1631,sposata,308,sposato,VERB,verb
2800,merita,165,meritare,VERB,verb
4446,cucinare,96,cucinare,VERB,verb
1322,benvenuto,397,benvenere,VERB,verb
4369,crediamo,98,crediamo,VERB,verb
1364,herriot,381,herriot,VERB,verb
1174,tocca,458,toccare,VERB,verb
4434,investito,96,investire,VERB,verb
4441,earl,96,earl,VERB,verb
2398,sciocco,196,scioccare,VERB,verb
4373,bugia,98,bugiare,VERB,verb
1705,faccenda,293,faccendo,VERB,verb
1365,preoccupare,380,preoccupare,VERB,verb
2803,costretto,165,costretgere,VERB,verb
1314,banca,399,bancare,VERB,verb
4071,catena,107,catenare,VERB,verb
131,credo,5584,credere,VERB,verb
4388,procedere,97,procedere,VERB,verb
1397,dovrai,370,dovrai,VERB,verb
4474,piove,95,piovere,VERB,verb
1395,parlarti,370,parlartare,VERB,verb
2796,sapessi,165,sapessi,VERB,verb
4049,bara,108,barare,VERB,verb
2402,passeggiata,196,passeggiare,VERB,verb
1328,rende,392,rendere,VERB,verb
1370,iniziare,379,iniziare,VERB,verb
1309,piú,401,piú,VERB,verb
72,detto,10192,dire,VERB,verb
1226,riuscito,432,riuscire,VERB,verb
4345,vomitare,98,vomitare,VERB,verb
1336,comincia,391,cominciare,VERB,verb
4468,rilevato,95,rilevare,VERB,verb
96,sta,8183,stare,VERB,verb
4465,scienziato,95,scienziare,VERB,verb
1310,scommetto,400,scommetto,VERB,verb
1527,stronzate,336,stronzato,VERB,verb
2811,starai,164,staere,VERB,verb
4424,rivolta,96,rivolgere,VERB,verb
866,ricevuto,649,ricevere,VERB,verb
1332,cerchi,392,cerco,VERB,verb
2486,diretto,189,dirigere,VERB,verb
1392,preferisco,371,preferire,VERB,verb
1380,alzati,376,alzare,VERB,verb
1313,incontrato,399,incontrare,VERB,verb
4921,prendetelo,84,prendetelare,VERB,verb
2392,eravate,197,eravare,VERB,verb
1205,sappia,443,sappia,VERB,verb
2750,telefonato,168,telefonare,VERB,verb
1078,manca,506,mancare,VERB,verb
4826,sembrerebbe,86,sembreere,VERB,verb
2482,ford,189,ford,VERB,verb
2483,folla,189,folla,VERB,verb
4895,collina,85,collinare,VERB,verb
4839,giudicare,86,giudicare,VERB,verb
2763,cammino,168,cammare,VERB,verb
4193,rifiuti,103,rifiuto,VERB,verb
2466,risolvere,190,risolvere,VERB,verb
1072,volevi,509,volevere,VERB,verb
2465,sammy,190,sammy,VERB,verb
4845,ciara,86,ciara,VERB,verb
927,vale,599,valere,VERB,verb
4308,valigie,99,valigia,VERB,verb
4849,badare,86,badare,VERB,verb
2491,ragazzina,188,ragazzino,VERB,verb
1870,ferita,262,ferito,VERB,verb
4854,vietato,85,vietare,VERB,verb
752,cosi',761,cosi,VERB,verb
2586,valigia,179,valigiare,VERB,verb
4858,spento,85,spento,VERB,verb
4860,scommessa,85,scommessare,VERB,verb
4844,clara,86,clarare,VERB,verb
1069,vinto,511,vincere,VERB,verb
2569,volevamo,181,volevamo,VERB,verb
4818,toccarmi,86,toccarre,VERB,verb
4816,trasformato,86,trasformare,VERB,verb
1121,sposato,483,sposare,VERB,verb
4765,bicicletta,88,biciclettare,VERB,verb
4766,aumentare,88,aumentare,VERB,verb
1184,carina,454,carino,VERB,verb
1116,intendo,487,intendere,VERB,verb
581,chiamo,1039,chere,VERB,verb
2464,sopravvivere,190,sopravvivere,VERB,verb
4775,tornano,87,tornano,VERB,verb
4776,stabilire,87,stabilire,VERB,verb
1068,parlo,512,parlo,VERB,verb
4864,rappresenta,85,rappresentare,VERB,verb
1079,promesso,504,promettere,VERB,verb
1798,bevi,275,beve,VERB,verb
4971,pollltt,83,pollltt,VERB,verb
4784,perdiamo,87,perdiamo,VERB,verb
1104,immagino,493,immagare,VERB,verb
2560,mostra,182,mostrare,VERB,verb
1101,piû,494,piû,VERB,verb
2606,fuggire,178,fuggire,VERB,verb
547,riesco,1111,riesco,VERB,verb
4799,comporta,87,comportare,VERB,verb
4802,capirai,87,capirare,VERB,verb
4809,are,87,are,VERB,verb
917,vestito,606,vestire,VERB,verb
4811,anubis,87,anubis,VERB,verb
4782,rapito,87,rapire,VERB,verb
4964,sembrerà,83,sembrere,VERB,verb
554,lavorare,1093,lavorare,VERB,verb
1055,apri,524,aprire,VERB,verb
4962,somiglia,83,somigliare,VERB,verb
555,significa,1092,significare,VERB,verb
560,bere,1080,bere,VERB,verb
2545,riposare,184,riposare,VERB,verb
2546,respirare,184,respirare,VERB,verb
559,pare,1081,parere,VERB,verb
4963,sollievo,83,solliere,VERB,verb
2549,infermeria,184,infermeriare,VERB,verb
2555,esco,183,esco,VERB,verb
4944,doppia,84,doppiare,VERB,verb
2506,miles,187,miles,VERB,verb
4800,comandi,87,comandere,VERB,verb
4781,rientrare,87,rientrare,VERB,verb
1027,chiuso,536,chiudere,VERB,verb
4968,pupa,83,pupare,VERB,verb
987,aiutare,564,aiutare,VERB,verb
956,pagare,583,pagare,VERB,verb
4978,muovi,83,muovi,VERB,verb
2534,privato,185,privare,VERB,verb
2514,soffrire,186,soffrire,VERB,verb
568,ascolta,1062,ascoltare,VERB,verb
977,sorpresa,568,sorpreso,VERB,verb
2527,volessi,185,volessi,VERB,verb
2526,cercavo,186,cercavo,VERB,verb
2539,gliene,185,glenire,VERB,verb
2563,fiero,182,fierare,VERB,verb
4934,hm,84,mvere,VERB,verb
2509,gusto,187,gurre,VERB,verb
4817,trasferito,86,trasferire,VERB,verb
2578,cresciuto,181,crescere,VERB,verb
4874,matthew,85,matthew,VERB,verb
4875,matilde,85,matildere,VERB,verb
4318,ragazzini,99,ragazzinare,VERB,verb
4884,gang,85,gang,VERB,verb
2577,gina,181,ginare,VERB,verb
4889,ethan,85,ethan,VERB,verb
4892,davis,85,davis,VERB,verb
1046,tenere,527,tenere,VERB,verb
2575,invitato,181,invitare,VERB,verb
4899,baciato,85,baciare,VERB,verb
1044,comando,528,comare,VERB,verb
1054,siediti,524,siedire,VERB,verb
2697,care,172,care,VERB,verb
4902,appare,85,apparire,VERB,verb
4915,ryan,84,ryan,VERB,verb
4922,preghiere,84,preghiere,VERB,verb
1034,rimasto,532,rimanere,VERB,verb
4926,perdonare,84,perdonare,VERB,verb
2566,crudele,182,crudelire,VERB,verb
4930,meó,84,meó,VERB,verb
2461,studiare,190,studiare,VERB,verb
4504,rispettare,94,rispettare,VERB,verb
4759,disturbare,88,disturbare,VERB,verb
4755,fatevi,88,fatevo,VERB,verb
4565,sbrigatevi,92,sbrigatevere,VERB,verb
4603,usata,91,usato,VERB,verb
1260,ridere,416,ridere,VERB,verb
2568,carl,182,carl,VERB,verb
4387,recuperare,97,recuperare,VERB,verb
4578,istituto,92,istituto,VERB,verb
2720,prenderò,170,prenderare,VERB,verb
4582,enterprise,92,enterprise,VERB,verb
4584,devlin,92,devlin,VERB,verb
2716,sorpreso,170,sorprendere,VERB,verb
2714,tradito,170,tradire,VERB,verb
4564,sepolto,92,seppellire,VERB,verb
4595,barbiere,92,barbiere,VERB,verb
78,voglio,9358,volere,VERB,verb
2703,abbandonato,172,abbandonare,VERB,verb
4570,phaser,92,phaserre,VERB,verb
2417,dirtelo,195,dirtelo,VERB,verb
1252,rubato,419,rubare,VERB,verb
1271,scherzando,411,scherzare,VERB,verb
940,dimenticato,591,dimenticare,VERB,verb
2700,andarcene,172,andarcene,VERB,verb
1223,imparare,433,imparare,VERB,verb
4329,finestre,99,finestra,VERB,verb
4621,incastrato,91,incastrare,VERB,verb
2709,firmare,171,firmare,VERB,verb
4857,sposarti,85,sposarto,VERB,verb
4563,sfuggire,92,sfuggire,VERB,verb
511,perdere,1217,perdere,VERB,verb
2408,tentato,195,tentare,VERB,verb
1295,controllare,405,controllare,VERB,verb
972,occhiata,573,occhiato,VERB,verb
4605,touchdown,91,touchdown,VERB,verb
1193,aspettate,452,aspettato,VERB,verb
4601,valigetta,91,valigeggere,VERB,verb
4521,esagerato,94,esagerare,VERB,verb
2412,pete,195,pere,VERB,verb
4850,archie,86,archia,VERB,verb
1283,rotto,408,rompere,VERB,verb
1281,comprare,409,comprare,VERB,verb
4562,shannon,92,shannoirn,VERB,verb
2743,fumare,169,fumare,VERB,verb
4534,picchiato,93,picchiare,VERB,verb
4538,nuotare,93,nuotare,VERB,verb
508,messo,1231,mettere,VERB,verb
2416,dottoressa,195,dottoressa,VERB,verb
876,metti,640,metto,VERB,verb
4548,gestire,93,gestire,VERB,verb
1285,ballare,408,ballare,VERB,verb
2420,cassetta,195,cassetta,VERB,verb
1447,oddio,353,oddiare,VERB,verb
4691,sparta,89,sprira,VERB,verb
4347,tasse,98,tassa,VERB,verb
4533,ritrovato,93,ritrovare,VERB,verb
2430,commesso,194,commettere,VERB,verb
74,va,9985,andare,VERB,verb
4633,campionato,91,campionare,VERB,verb
2446,preferirei,192,preferirei,VERB,verb
4696,portala,89,portalare,VERB,verb
4697,percorso,89,percorso,VERB,verb
4699,mollare,89,mollare,VERB,verb
2447,piacerà,192,piacare,VERB,verb
1160,colpito,464,colpire,VERB,verb
4708,evviva,89,evvire,VERB,verb
4555,archer,93,archer,VERB,verb
2452,alfredo,192,alfredere,VERB,verb
4721,vip,88,vip,VERB,verb
2453,aiiora,192,aiiorare,VERB,verb
4693,sentirai,89,sentiere,VERB,verb
4723,tende,88,tendere,VERB,verb
4726,sebastian,88,sebastian,VERB,verb
4732,polso,88,polso,VERB,verb
2454,tolto,191,togliere,VERB,verb
2456,ritornare,191,ritornare,VERB,verb
1137,esiste,474,esistere,VERB,verb
1134,senta,476,sengere,VERB,verb
1128,scappare,481,scappare,VERB,verb
4918,registrato,84,registrare,VERB,verb
58,fare,12377,fare,VERB,verb
1367,rosa,379,rosare,VERB,verb
4554,cancellare,93,cancellare,VERB,verb
4748,impedire,88,impedire,VERB,verb
4690,suggerisco,89,suggerire,VERB,verb
2665,racconto,173,raccongere,VERB,verb
2688,raccontato,172,raccontare,VERB,verb
4635,assunto,91,assumere,VERB,verb
4636,accomodati,91,accomodare,VERB,verb
4420,scienziati,96,scienziato,VERB,verb
4642,squilla,90,squillare,VERB,verb
2684,stupendo,172,stupere,VERB,verb
4648,riflettere,90,riflettere,VERB,verb
1202,temo,444,temere,VERB,verb
2639,verrò,175,verrò,VERB,verb
3870,spaventata,113,spaventato,VERB,verb
2640,troverai,175,troverai,VERB,verb
2436,dovevamo,193,dovevamo,VERB,verb
909,carino,616,carare,VERB,verb
910,scoperto,615,scoprire,VERB,verb
4671,deposito,90,deposire,VERB,verb
2438,arrestato,193,arrestare,VERB,verb
1186,piangere,453,piangere,VERB,verb
63,so,11488,sapere,VERB,verb
2439,appartiene,193,appartenere,VERB,verb
2440,abbiate,193,abbiare,VERB,verb
4679,autunno,90,autunno,VERB,verb
2441,vorrai,192,vorere,VERB,verb
1199,ferma,448,fermare,VERB,verb
4749,grecia,88,greciare,VERB,verb
1195,stargate,451,stargare,VERB,verb
785,permesso,731,permettere,VERB,verb
4285,roccia,100,rocciare,VERB,verb
1740,curvatura,289,curvaturare,VERB,verb
739,diventare,773,diventare,VERB,verb
2211,sieda,215,sieda,VERB,verb
3618,attivare,123,attivare,VERB,verb
3619,alicia,123,aliciare,VERB,verb
1838,bicchiere,267,bicchiere,VERB,verb
740,potresti,772,potresti,VERB,verb
1833,angolo,268,angolo,VERB,verb
3628,ro,122,ro,VERB,verb
3629,rifiutato,122,rifiutare,VERB,verb
2216,volto,214,volgere,VERB,verb
1831,ottenere,268,ottenere,VERB,verb
3634,nathan,122,nathan,VERB,verb
2210,strega,215,stregare,VERB,verb
290,ragazza,2336,ragazzare,VERB,verb
3616,coinvolto,123,coinvolgere,VERB,verb
4815,unghie,86,unghia,VERB,verb
626,piu',950,piu,VERB,verb
3722,aula,119,aulare,VERB,verb
3668,coperto,121,coprire,VERB,verb
750,sbagliato,762,sbagliare,VERB,verb
270,senti,2566,sentire,VERB,verb
3678,viaggiare,120,viaggiare,VERB,verb
1808,sali,272,sale,VERB,verb
1806,evitare,273,evitare,VERB,verb
3690,finisci,120,finise,VERB,verb
1866,schiena,262,schienare,VERB,verb
1863,discutere,263,discutere,VERB,verb
2207,torre,215,torre,VERB,verb
1850,canta,265,cantare,VERB,verb
299,capito,2289,capire,VERB,verb
3079,riprendere,147,riprendere,VERB,verb
1872,salire,261,salire,VERB,verb
4273,copertura,101,coperturare,VERB,verb
3567,viviamo,124,viviare,VERB,verb
2197,sorriso,216,sorridere,VERB,verb
3572,piaciuta,124,piaciere,VERB,verb
4961,sospira,83,sospirare,VERB,verb
1830,sonno,268,sonno,VERB,verb
1905,offerta,254,offrire,VERB,verb
1827,claude,269,claudere,VERB,verb
1824,dicevo,269,dicere,VERB,verb
3692,divertendo,120,divertere,VERB,verb
413,finito,1578,finire,VERB,verb
3091,condannato,147,condannare,VERB,verb
4241,diamine,102,diamino,VERB,verb
138,visto,5275,vedere,VERB,verb
1358,libera,383,liberare,VERB,verb
3070,dicevi,148,dicevere,VERB,verb
1861,mantenere,263,mantenere,VERB,verb
3588,facesse,124,facettere,VERB,verb
3590,deluso,124,deluso,VERB,verb
3066,facessi,148,facessare,VERB,verb
3594,causato,124,causare,VERB,verb
4229,pasto,102,pastare,VERB,verb
3599,ammettere,124,ammettere,VERB,verb
3027,disposto,151,disporre,VERB,verb
4836,mettetevi,86,mettetevo,VERB,verb
2691,maledetta,172,maledetto,VERB,verb
3127,grato,145,grare,VERB,verb
1759,arrabbiato,283,arrabbiare,VERB,verb
2734,trovate,169,trovato,VERB,verb
4298,comunicare,100,comunicare,VERB,verb
434,perso,1519,perso,VERB,verb
3047,cassa,150,cassare,VERB,verb
1753,camminare,284,camminare,VERB,verb
3759,tornerai,117,tornerai,VERB,verb
436,ucciso,1510,uccidere,VERB,verb
1748,albero,285,albero,VERB,verb
257,aspetta,2707,aspettare,VERB,verb
255,vado,2732,vado,VERB,verb
4524,demoni,94,demone,VERB,verb
3742,fratellino,118,fratellare,VERB,verb
1781,girare,278,girare,VERB,verb
3028,corda,151,cordare,VERB,verb
278,porta,2516,portare,VERB,verb
3649,amata,122,amato,VERB,verb
1821,lotta,270,lottare,VERB,verb
274,basta,2536,bastare,VERB,verb
3010,facevi,152,facevi,VERB,verb
3422,continuate,131,continuato,VERB,verb
4141,apra,105,apra,VERB,verb
3437,giungla,130,giunglare,VERB,verb
3879,preda,113,predare,VERB,verb
4006,mastropiero,109,mastropiero,VERB,verb
1675,accettare,299,accettare,VERB,verb
1783,desidera,278,desiderare,VERB,verb
1883,giacca,259,giaccare,VERB,verb
3715,dolcezza,119,dolcezzare,VERB,verb
1766,notato,281,notare,VERB,verb
1795,francesca,276,francere,VERB,verb
627,buono,950,buere,VERB,verb
1815,cadere,272,cadere,VERB,verb
1792,spiegare,276,spiegare,VERB,verb
430,importa,1532,importare,VERB,verb
3641,chiamerò,122,chiamerò,VERB,verb
4828,sareste,86,saresta,VERB,verb
307,letto,2205,leggere,VERB,verb
3094,attaccato,147,attaccare,VERB,verb
2129,muovere,224,muovere,VERB,verb
3293,dosso,137,dossare,VERB,verb
675,arrivederci,862,arrivedere,VERB,verb
3741,giochiamo,118,giochiamo,VERB,verb
3172,cameriere,143,cameriere,VERB,verb
385,tornare,1711,tornare,VERB,verb
3308,salutare,136,salutare,VERB,verb
2029,grida,237,gridare,VERB,verb
1790,creare,277,creare,VERB,verb
262,penso,2635,pensare,VERB,verb
3663,falla,121,fallare,VERB,verb
3657,metterò,121,mettare,VERB,verb
3021,paride,151,paride,VERB,verb
762,odio,750,odiare,VERB,verb
763,sull',749,sull,VERB,verb
3018,spaventato,151,spaventare,VERB,verb
764,giocare,749,giocare,VERB,verb
2038,vendere,235,vendere,VERB,verb
2971,sistemare,154,sistemare,VERB,verb
3548,reverendo,125,reverere,VERB,verb
300,succede,2288,succedere,VERB,verb
2110,peppino,226,peppare,VERB,verb
3151,confuso,144,confudere,VERB,verb
701,deciso,828,decidere,VERB,verb
1953,rilassati,248,rilassare,VERB,verb
444,cercando,1478,cercare,VERB,verb
1952,steve,248,steve,VERB,verb
3513,buttato,127,buttare,VERB,verb
3368,scala,133,scalare,VERB,verb
1910,mossa,253,mossere,VERB,verb
1916,abito,253,abitare,VERB,verb
712,prendo,805,prere,VERB,verb
3500,recitare,127,recitare,VERB,verb
310,trovato,2167,trovare,VERB,verb
312,venire,2109,venire,VERB,verb
705,scena,812,scenare,VERB,verb
3097,superato,146,superare,VERB,verb
3099,sopportare,146,sopportare,VERB,verb
2152,sigaretta,221,sigarettare,VERB,verb
3377,dimostrare,133,dimostrare,VERB,verb
3416,istinto,131,istinto,VERB,verb
3412,pierre,131,pierre,VERB,verb
643,scritto,925,scrivere,VERB,verb
3408,ucciderà,131,uccidare,VERB,verb
645,tieni,920,tieni,VERB,verb
1973,minaccia,245,minacciare,VERB,verb
4207,gordo,103,gordare,VERB,verb
661,arrivato,878,arrivare,VERB,verb
3231,claire,140,claire,VERB,verb
3232,chiacchiere,140,chiacchiere,VERB,verb
3204,raccomando,141,raccomare,VERB,verb
3358,entriamo,134,entriamo,VERB,verb
3355,leggenda,134,leggendare,VERB,verb
3711,facce,119,faccia,VERB,verb
343,serve,1913,servire,VERB,verb
682,sarai,853,sarai,VERB,verb
3286,universal,137,universal,VERB,verb
3319,cavaliere,136,cavaliere,VERB,verb
3332,saluto,135,salere,VERB,verb
3179,starò,142,starare,VERB,verb
3281,corona,138,coronare,VERB,verb
3349,vere,134,vere,VERB,verb
3374,guadagnare,133,guadagnare,VERB,verb
3042,levati,150,levato,VERB,verb
666,lasci,871,lascare,VERB,verb
2093,cugino,229,cugare,VERB,verb
686,parli,850,pare,VERB,verb
3333,rinunciare,135,rinunciare,VERB,verb
3220,servo,140,servo,VERB,verb
3334,prendilo,135,prendilo,VERB,verb
2009,troveremo,239,trovere,VERB,verb
2012,miranda,239,mirandare,VERB,verb
3236,aperti,140,apertare,VERB,verb
3341,legato,135,legare,VERB,verb
3222,rilevo,140,rilere,VERB,verb
3235,bloccato,140,bloccare,VERB,verb
3217,coordinate,141,coordinare,VERB,verb
3404,auguro,132,augurare,VERB,verb
331,dato,1995,dare,VERB,verb
1979,immaginare,244,immaginare,VERB,verb
3113,andrebbe,146,andere,VERB,verb
3473,uscendo,128,uscere,VERB,verb
659,tratta,882,trattare,VERB,verb
3470,battere,129,battere,VERB,verb
1942,potevi,249,poteve,VERB,verb
3114,vacca,145,vaccare,VERB,verb
3465,dritta,129,drittare,VERB,verb
3119,risate,145,risare,VERB,verb
1948,creatura,249,creaturare,VERB,verb
1950,angeles,249,angeles,VERB,verb
3469,combinato,129,combinare,VERB,verb
2112,occupato,226,occupare,VERB,verb
2177,affrontare,219,affrontare,VERB,verb
3698,sire,119,sire,VERB,verb
306,capitano,2215,capitare,VERB,verb
3090,dovessi,147,dovessi,VERB,verb
3532,finiti,126,finito,VERB,verb
3534,cretino,126,cretare,VERB,verb
3088,indovinare,147,indovinare,VERB,verb
1891,siate,256,siare,VERB,verb
2191,dissi,217,disso,VERB,verb
2193,dannato,217,dannare,VERB,verb
304,morto,2244,morire,VERB,verb
1886,contratto,258,contrarre,VERB,verb
3544,successe,125,succevere,VERB,verb
301,preso,2284,prendere,VERB,verb
392,spero,1681,sperare,VERB,verb
3525,samantha,126,samanthare,VERB,verb
1935,facevo,250,facevo,VERB,verb
1932,stanca,250,stancare,VERB,verb
3391,riconosciuto,132,riconoscere,VERB,verb
4812,antenati,87,antenato,VERB,verb
3381,andatevene,133,andatevene,VERB,verb
2959,erba,155,erbo,VERB,verb
2953,parto,155,partare,VERB,verb
3238,urlare,139,urlare,VERB,verb
2185,fargli,218,fargli,VERB,verb
406,chiama,1600,chiamare,VERB,verb
2051,scuse,233,scundere,VERB,verb
2122,farnon,225,farnon,VERB,verb
2055,ordinato,233,ordinare,VERB,verb
3270,lasciala,138,lascialare,VERB,verb
3478,prestito,128,prestire,VERB,verb
2056,mosca,233,moscere,VERB,verb
2962,coperta,155,coperto,VERB,verb
3188,inventato,142,inventare,VERB,verb
3196,travis,141,travis,VERB,verb
665,dormire,872,dormire,VERB,verb
3245,licenziato,139,licenziare,VERB,verb
2080,proteggere,230,proteggere,VERB,verb
2081,potrò,230,potrare,VERB,verb
3200,svelto,141,svegliere,VERB,verb
3259,sincero,138,sincero,VERB,verb
3489,accorto,128,accorgere,VERB,verb
3153,cercherò,144,cercherò,VERB,verb
340,avrei,1917,avre,VERB,verb
2057,martin,233,martin,VERB,verb
1673,potessi,299,potedere,VERB,verb
2242,dick,212,dick,VERB,verb
1669,gia',300,gia,VERB,verb
2243,andartene,212,andartene,VERB,verb
1741,sveglia,288,svegliare,VERB,verb
4082,spegnere,106,spegnere,VERB,verb
4085,riserva,106,riservare,VERB,verb
4090,morso,106,morsare,VERB,verb
4097,cina,106,cinare,VERB,verb
4130,eliminare,105,eliminare,VERB,verb
2947,charlotte,156,charlottere,VERB,verb
2911,fidanzata,158,fidanzato,VERB,verb
4102,vargas,105,vargas,VERB,verb
4103,trono,105,trono,VERB,verb
4104,teresa,105,terendere,VERB,verb
2322,abiti,204,abire,VERB,verb
483,dica,1325,dico,VERB,verb
1542,riguarda,332,riguardare,VERB,verb
4113,presenta,105,presentare,VERB,verb
4114,pollitt,105,pollitt,VERB,verb
2111,passati,226,passato,VERB,verb
3725,vendita,118,venditare,VERB,verb
4128,eva,105,eva,VERB,verb
1545,correre,332,correre,VERB,verb
607,bisogna,994,bisognare,VERB,verb
1568,ringrazio,324,ringraziare,VERB,verb
4056,preside,107,preside,VERB,verb
4286,riportato,100,riportare,VERB,verb
3004,servi,152,sere,VERB,verb
3454,raccolto,129,raccogliere,VERB,verb
2176,andrai,219,andrai,VERB,verb
3449,ada,130,adare,VERB,verb
4079,spinto,106,spingere,VERB,verb
3726,vedova,118,vedovare,VERB,verb
4077,visitare,106,visitare,VERB,verb
2913,conviene,158,convenire,VERB,verb
2912,dubito,158,dubire,VERB,verb
4016,abra,109,abrare,VERB,verb
4136,cassaforte,105,cassaforte,VERB,verb
1594,malato,316,malare,VERB,verb
3003,stellare,152,stellare,VERB,verb
203,sembra,3438,sembrare,VERB,verb
473,uscire,1353,uscire,VERB,verb
2905,roy,158,roy,VERB,verb
4287,ralph,100,ralph,VERB,verb
1584,phoebe,319,phoebere,VERB,verb
2279,dono,207,dono,VERB,verb
1579,dipende,321,dipendere,VERB,verb
821,funziona,690,funzionare,VERB,verb
4040,divano,108,divare,VERB,verb
1577,suona,321,suonare,VERB,verb
2308,uld,204,uld,VERB,verb
1590,tommy,317,tommy,VERB,verb
474,conosco,1350,conoscere,VERB,verb
1534,fortunato,335,fortunare,VERB,verb
4129,esplodere,105,esplodere,VERB,verb
3440,fanculo,130,fanculare,VERB,verb
3443,considerato,130,considerare,VERB,verb
1582,rispondere,319,rispondere,VERB,verb
4789,muori,87,muore,VERB,verb
2831,rivista,163,rivedere,VERB,verb
4294,festeggiare,100,festeggiare,VERB,verb
4074,avvertito,107,avvertire,VERB,verb
192,vai,3664,vai,VERB,verb
4009,fatelo,109,fatelo,VERB,verb
4152,proverò,104,provere,VERB,verb
1522,seduto,337,sedere,VERB,verb
485,vivere,1306,vivere,VERB,verb
2357,moito,200,moire,VERB,verb
488,entrare,1298,entrare,VERB,verb
2358,gia,200,giare,VERB,verb
1460,muoviti,350,muovire,VERB,verb
4256,scopare,101,scopare,VERB,verb
830,cambiare,685,cambiare,VERB,verb
811,farai,702,faraare,VERB,verb
832,usare,680,usare,VERB,verb
4265,litigare,101,litigare,VERB,verb
1453,suono,351,suire,VERB,verb
1450,andremo,353,andremo,VERB,verb
834,continua,680,continuare,VERB,verb
2168,sbagliata,219,sbagliato,VERB,verb
490,pace,1278,pacere,VERB,verb
2834,previsto,163,prevedere,VERB,verb
1494,danny,344,danny,VERB,verb
4758,eric,88,eric,VERB,verb
2435,gliela,193,gliela,VERB,verb
531,mangiare,1156,mangiare,VERB,verb
4647,risorse,90,risorsa,VERB,verb
4264,muoviamoci,101,muovare,VERB,verb
4080,spetta,106,spettare,VERB,verb
4069,duca,107,duca,VERB,verb
1561,costa,327,costare,VERB,verb
1420,saltare,362,saltare,VERB,verb
4245,cioccolato,102,cioccolare,VERB,verb
484,lascia,1324,lasciare,VERB,verb
2855,fallito,162,fallire,VERB,verb
1475,stavamo,346,stavamo,VERB,verb
824,vattene,689,vattene,VERB,verb
4168,ds,104,ds,VERB,verb
4171,compagna,104,compagnare,VERB,verb
2333,posta,202,posta,VERB,verb
1509,domattina,340,domattinare,VERB,verb
2158,benvenuti,221,benvenuto,VERB,verb
4181,accendere,104,accendere,VERB,verb
187,vieni,3729,vienere,VERB,verb
603,signorina,1000,signorinare,VERB,verb
2089,innamorata,229,innamorato,VERB,verb
2869,usciamo,160,usciare,VERB,verb
4194,ridotto,103,ridurre,VERB,verb
4155,potrete,104,potrere,VERB,verb
165,cos',4202,cos,VERB,verb
827,peccato,686,peccare,VERB,verb
1516,provi,338,provi,VERB,verb
2832,ripeto,163,ripetere,VERB,verb
2833,punta,163,puntare,VERB,verb
3823,dipartimento,115,dipartimengere,VERB,verb
4063,informato,107,informare,VERB,verb
4065,fermatevi,107,fermatevere,VERB,verb
2340,puó,201,puó,VERB,verb
4145,tienilo,104,tienilare,VERB,verb
805,cristo,709,cristo,VERB,verb
2229,affascinante,214,affascinare,VERB,verb
1477,riesci,346,riesci,VERB,verb
4198,pensavamo,103,pensavamo,VERB,verb
4007,iniziamo,109,inizare,VERB,verb
1589,darò,318,darare,VERB,verb
1606,zia,313,ziare,VERB,verb
628,puttana,949,puttano,VERB,verb
3840,sconosciuto,114,sconosciere,VERB,verb
3843,ricominciare,114,ricominciare,VERB,verb
2274,scemo,207,sce,VERB,verb
2275,rovinato,207,rovinare,VERB,verb
4144,torneremo,104,tornere,VERB,verb
2042,dritto,235,drittere,VERB,verb
4233,mensa,102,mensa,VERB,verb
3854,matta,114,mattare,VERB,verb
3950,caspita,111,caspire,VERB,verb
1685,fila,297,fila,VERB,verb
3838,soggetto,114,soggetto,VERB,verb
1684,manda,297,mandare,VERB,verb
1681,saprei,297,sapre,VERB,verb
3842,rifiuto,114,rifiere,VERB,verb
3815,possiede,115,possedere,VERB,verb
2260,universo,209,universo,VERB,verb
3817,indossare,115,indossare,VERB,verb
1618,santa,311,santare,VERB,verb
3988,vedrete,109,vedrere,VERB,verb
3991,soddisfatto,109,soddisfare,VERB,verb
1687,conta,296,contare,VERB,verb
2923,fidanzato,157,fidanzare,VERB,verb
4230,occorre,102,occorrere,VERB,verb
4225,risulta,102,risultare,VERB,verb
2276,preparato,207,preparare,VERB,verb
3896,attraversare,113,attraversare,VERB,verb
2571,silvana,181,silvano,VERB,verb
2270,pulito,208,pulire,VERB,verb
