rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
2764,ammiraglio,ammiraglio,admiral,NOUN,almirante,almirante,NOUN,ammiraglio,almirante,ammiraglio,0.5
2765,stammi,stammi,stay with me,NOUN,quédate conmigo,quédatar,VERB,stammi,quedate conmigo,stammi,0.19999999999999996
2767,scatola,scatola,box,NOUN,caja,caja,NOUN,scatola,caja,scatola,0.4285714285714286
2773,insegnante,insegnante,teacher,NOUN,maestro,maestro,NOUN,insegnante,maestro,insenante,0.11111111111111116
2774,folle,folle,crazy,ADJ,loco,loco,ADJ,folle,loco,folle,0.19999999999999996
2775,fidati,fidare,trust me,VERB,confía en mí,confiar,VERB,fidare,confia en mi,fidar,0.08333333333333337
2778,cinese,cinese,Chinese,ADJ,chino,chino,ADJ,cinese,chino,cinese,0.33333333333333337
2779,battuta,battuta,joke,NOUN,broma,broma,NOUN,battuta,broma,battuta,0.2857142857142857
2782,agnese,agnese,Agnes,ADJ,inés,inés,NOUN,agnese,ines,anese,0.4
2785,tratto,trarre,treatment,VERB,tratamiento,tratamiento,NOUN,trarre,tratamiento,trarre,0.36363636363636365
2786,spettri,spettro,ghosts,NOUN,fantasmas,fantasma,NOUN,spettro,fantasmas,spettro,0.11111111111111116
2789,poiché,poiché,so long as,SCONJ,siempre y cuando,siempre,ADV,poiche,siempre y cuando,poiché,0.125
2794,spia,spiare,indicator light,VERB,luz indicadora,luz,NOUN,spiare,luz indicadora,spiar,0.2142857142857143
2796,sapessi,sapessare,if you knew,VERB,si supieras,si,SCONJ,sapessare,si supieras,sapessar,0.2727272727272727
2797,rendi,rendre,make,VERB,hacer,hacer,VERB,rendre,hacer,rendre,0.16666666666666663
2800,merita,meritare,it deserves,VERB,merece,merecer,VERB,meritare,merece,meritar,0.4285714285714286
2802,filo,filo,row,NOUN,fila,fila,NOUN,filo,fila,filo,0.75
2803,costretto,costringere,forced,VERB,forzado,forzado,ADJ,costringere,forzado,costringer,0.19999999999999996
2805,coloro,coloro,those,PRON,aquellos,aquel,PRON,coloro,aquellos,coloro,0.125
2811,starai,starai,you will stay,VERB,te quedarás,tú,PRON,starai,te quedaras,starai,0.18181818181818177
2812,sospetto,sospetto,suspected,NOUN,sospechoso,sospechoso,ADJ,sospetto,sospechoso,sospetto,0.6
2813,soccorso,soccorso,rescue,NOUN,rescate,rescate,NOUN,soccorso,rescate,soccorso,0.125
2815,riso,riso,rice,NOUN,arroz,arroz,PROPN,riso,arroz,riso,0.19999999999999996
2817,messico,Messico,Mexico,PROPN,méxico,méxico,PROPN,Messico,mexico,Messico,0.4285714285714286
2820,datemi,datemi,give me,VERB,dame,dame,VERB,datemi,dame,datemi,0.5
2821,bersaglio,bersaglio,target,NOUN,objetivo,objetivo,NOUN,bersaglio,objetivo,bersaglio,0.11111111111111116
2823,agire,agire,Act,VERB,acto,acto,NOUN,agire,acto,agir,0.25
2826,sterline,sterlina,pounds,NOUN,libras,libra,NOUN,sterlina,libras,sterlina,0.125
2829,seriamente,seriamente,seriously,ADV,en serio,en,ADP,seriamente,en serio,seriamente,0.19999999999999996
2831,rivista,rivedere,magazine,VERB,revista,revista,NOUN,rivedere,revista,riveder,0.2857142857142857
2832,ripeto,ripetere,I repeat,VERB,repito,repetir,VERB,ripetere,repito,ripeter,0.4285714285714286
2833,punta,puntare,tip,VERB,consejo,consejo,PROPN,puntare,consejo,puntar,0.1428571428571429
2834,previsto,prevedere,expected,VERB,esperado,esperado,ADJ,prevedere,esperado,preveder,0.125
2835,ovest,ovest,west,NOUN,oeste,oeste,NOUN,ovest,oeste,ovest,0.6
2837,difficoltà,difficoltà,difficulty,NOUN,dificultad,dificultad,NOUN,difficolta,dificultad,dificoltà,0.7
2840,arrabbiata,arrabbiato,angry,ADJ,enojado,enojado,ADJ,arrabbiato,enojado,arrabbiato,0.19999999999999996
2844,ted,ted,German,PROPN,alemán,alemán,ADJ,ted,aleman,ted,0.16666666666666663
2850,lentamente,lentamente,slowly,ADV,despacio,despacio,ADV,lentamente,despacio,lentamente,0.19999999999999996
2853,incarico,incarico,assignment,NOUN,asignación,asignación,NOUN,incarico,asignacion,incarico,0.30000000000000004
2855,fallito,fallire,failed,VERB,fallido,fallido,ADJ,fallire,fallido,fallir,0.7142857142857143
2856,divertimento,divertimento,fun,NOUN,divertido,divertido,ADJ,divertimento,divertido,divertimento,0.6666666666666667
2857,disastro,disastro,disaster,NOUN,desastre,desastre,NOUN,disastro,desastre,disastro,0.75
2858,attorno,attorno,around,ADV,alrededor,alrededor,ADV,attorno,alrededor,attorno,0.2222222222222222
2859,anticipo,anticipo,advance,NOUN,avance,avance,NOUN,anticipo,avance,anticipo,0.25
2860,sará,saráre,will be,VERB,será,ser,AUX,sarare,sera,saráre,0.5
2861,petto,petto,chest,NOUN,pecho,pecho,NOUN,petto,pecho,petto,0.6
2864,mancanza,mancanza,lack,NOUN,falta,faltar,VERB,mancanza,falta,mancanza,0.25
2877,debito,debito,debt,NOUN,deuda,deuda,NOUN,debito,deuda,debito,0.33333333333333337
2882,attraente,attraente,attractive,ADJ,atractivo,atractivo,ADJ,attraente,atractivo,attraente,0.33333333333333337
2886,scrittore,scrittore,writer,NOUN,escritor,escritor,NOUN,scrittore,escritor,scrittore,0.6666666666666667
2890,racconti,racconto,stories,VERB,cuentos,cuento,NOUN,racconto,cuentos,racconto,0.375
2891,portatelo,portatelo,bring it,VERB,tráelo,tráelo,VERB,portatelo,traelo,portatelo,0.4444444444444444
2894,meraviglia,meraviglia,wonder,NOUN,preguntarse,preguntar él,VERB,meraviglia,preguntarse,meravillia,0.09090909090909094
2895,guardiamarina,guardiamarina,ensign,NOUN,bandera,bandera,NOUN,guardiamarina,bandera,guardiamarina,0.3076923076923077
2896,ehm,ehm,um,INTJ,mmm,mmm,AUX,ehm,mmm,ehm,0.33333333333333337
2897,eccezionale,eccezionale,exceptional,ADJ,excepcional,excepcional,ADJ,eccezionale,excepcional,eccezional,0.7272727272727273
2899,carcere,carcere,prison,NOUN,prisión,prisión,NOUN,carcere,prision,carcer,0.0
2901,appunto,appunto,precisely,ADV,precisamente,precisamente,ADV,appunto,precisamente,appunto,0.16666666666666663
2903,togliti,toglire,take off,VERB,despegar,despegar,VERB,toglire,despegar,toglir,0.125
2907,media,medio,average,ADJ,promedio,promedio,NOUN,medio,promedio,medio,0.625
2909,giudizio,giudizio,judgment,NOUN,juicio,juicio,NOUN,giudizio,juicio,giudicio,0.625
2911,fidanzata,fidanzato,fiancée,VERB,novia,novia,NOUN,fidanzato,novia,fidanzato,0.11111111111111116
2912,dubito,dubitare,I doubt,VERB,dudo,dudar,VERB,dubitare,dudo,dubitar,0.2857142857142857
2913,conviene,convenere,it&#39;s convenient,VERB,es conveniente,ser,AUX,convenere,es conveniente,convener,0.5
2916,rovina,rovina,ruin,NOUN,ruina,ruina,NOUN,rovina,ruina,rovina,0.6666666666666667
2918,regola,regolare,rule,VERB,regla,reglar,VERB,regolare,regla,regolar,0.7142857142857143
2923,fidanzato,fidanzare,fiancé,VERB,prometido,prometido,ADJ,fidanzare,prometido,fidanzar,0.0
2924,dovreste,dovreste,you should,AUX,debería,deber,AUX,dovreste,deberia,dovreste,0.25
2928,berlino,Berlino,Berlin,PROPN,berlina,berlina,NOUN,Berlino,berlina,Berlino,0.7142857142857143
2932,spiegazione,spiegazione,explanation,NOUN,explicación,explicación,NOUN,spiegazione,explicacion,spiegacion,0.4545454545454546
2933,sbirro,sbirro,cop,NOUN,policía,policía,NOUN,sbirro,policia,sbirro,0.1428571428571429
2935,rischiare,rischiare,to risk,VERB,arriesgar,arriesgar,VERB,rischiare,arriesgar,rischiar,0.33333333333333337
2937,procuratore,procuratore,prosecutor,NOUN,fiscal,fiscal,NOUN,procuratore,fiscal,procuratore,0.18181818181818177
2942,farete,farere,you will,VERB,vas a,ir,VERB,farere,vas a,farer,0.19999999999999996
2943,dodici,dodici,twelve,NUM,doce,doce,NUM,dodici,doce,dodici,0.5
2949,bevo,bevere,I drink,VERB,bebo,beber,VERB,bevere,bebo,bever,0.4
2951,sparisci,spariscare,disappear,VERB,desaparecer,desaparecer,VERB,spariscare,desaparecer,spariscar,0.4545454545454546
2953,parto,parto,I&#39;m leaving,ADV,me voy,yo,PRON,parto,me voy,parto,0.16666666666666663
2957,fred,fred,cold,ADJ,frío,frío,NOUN,fred,frio,fred,0.5
2959,erba,erba,grass,NOUN,césped,césped,NOUN,erba,cesped,erba,0.0
2962,coperta,coperto,cover,ADJ,cubrir,cubrir,VERB,coperto,cubrir,coperto,0.2857142857142857
2965,argomento,argomento,subject,NOUN,sujeto,sujeto,ADJ,argomento,sujeto,argomento,0.33333333333333337
2967,vogiio,vogiioo,I want,ADJ,quiero,querer,VERB,vogiioo,quiero,vogiioo,0.2857142857142857
2971,sistemare,sistemare,tidy up,VERB,organizar,organizar,VERB,sistemare,organizar,sistemar,0.2222222222222222
2973,settore,settore,sector,NOUN,sector,sector,NOUN,settore,sector,settore,0.7142857142857143
2975,retro,retro,back,NOUN,atrás,atrás,ADV,retro,atras,retro,0.19999999999999996
2978,orso,orso,bear,NOUN,oso,oso,NOUN,orso,oso,orso,0.75
2982,emozioni,emozione,emotions,NOUN,emociones,emoción,NOUN,emozione,emociones,emozion,0.6666666666666667
2984,circostanze,circostanza,circumstances,NOUN,circunstancias,circunstancia,NOUN,circostanza,circunstancias,circostanza,0.6428571428571428
2986,bastone,bastone,stick,NOUN,palo,palo,PROPN,bastone,palo,bastone,0.2857142857142857
2990,sparate,sparata,shoot,VERB,disparar,disparar,VERB,sparata,disparar,sparata,0.5
2995,maresciallo,maresciallo,marshal,NOUN,mariscal,mariscal,NOUN,maresciallo,mariscal,maresciallo,0.6363636363636364
2996,lottare,lottare,fight,VERB,luchar,luchar,VERB,lottare,luchar,lottar,0.5
3000,vidi,vidi,I saw,VERB,vi,ver,VERB,vidi,vi,vidi,0.5
3001,vergine,vergine,virgin,ADJ,virgen,virgen,PROPN,vergine,virgen,vergine,0.5714285714285714
3002,tempesta,tempesta,storm,NOUN,tormenta,tormenta,NOUN,tempesta,tormenta,tempesta,0.5
3003,stellare,stellare,stellar,ADJ,estelar,estelar,ADJ,stellare,estelar,stellar,0.7142857142857143
3004,servi,servo,serve,NOUN,atender,atender,VERB,servo,atender,servo,0.1428571428571429
3010,facevi,facevi,you did,VERB,lo hiciste,él,PRON,facevi,lo hiciste,facevi,0.09999999999999998
3013,cima,cima,top,NOUN,arriba,arriba,ADV,cima,arriba,cima,0.33333333333333337
3015,abbi,abbi,have,VERB,tener,tener,VERB,abbi,tener,abbi,0.0
3018,spaventato,spaventare,scared,VERB,asustado,asustado,ADJ,spaventare,asustado,spaventar,0.2222222222222222
3021,paride,parido,paris,PRON,parís,parís,PROPN,parido,paris,parido,0.5
3022,offro,offrore,I offer,NOUN,ofrezco,ofrecer,VERB,offrore,ofrezco,ofrore,0.4285714285714286
3026,essa,esso,it,PRON,él,él,PRON,esso,el,esso,0.0
3027,disposto,disporre,willing,VERB,deseoso,deseoso,ADJ,disporre,deseoso,disporre,0.375
3028,corda,corda,rope,NOUN,soga,soga,NOUN,corda,soga,corda,0.4
3029,beve,beve,drinks,VERB,bebidas,bebida,NOUN,beve,bebidas,beve,0.2857142857142857
3030,torto,torto,injustice,NOUN,injusticia,injusticia,NOUN,torto,injusticia,torto,0.09999999999999998
3031,topo,topo,mouse,NOUN,ratón,ratón,NOUN,topo,raton,topo,0.0
3033,sparito,sparire,disappeared,VERB,desaparecido,desaparecido,ADJ,sparire,desaparecido,sparir,0.41666666666666663
3037,persi,perso,lost,VERB,perdido,perdido,ADJ,perso,perdido,perso,0.5714285714285714
3041,marcia,marcia,gear,NOUN,engranaje,engranaje,NOUN,marcia,engranaje,marcia,0.2222222222222222
3042,levati,levare,get up,VERB,levantarse,levantar él,VERB,levare,levantarse,levar,0.5
3043,follia,follia,folly,NOUN,locura,locura,NOUN,follia,locura,follia,0.33333333333333337
3044,fedele,fedele,loyal,ADJ,leal,leal,ADJ,fedele,leal,fedel,0.4
3047,cassa,cassa,earnings,NOUN,ganancias,ganancia,NOUN,cassa,ganancias,cassa,0.2222222222222222
3048,affitto,affitre,rent,ADJ,alquilar,alquilar,VERB,affitre,alquilar,afitre,0.25
3049,sete,sete,thirst,NOUN,sed,sed,NOUN,sete,sed,sete,0.5
3053,collega,collegare,colleague,VERB,colega,colega,NOUN,collegare,colega,collegar,0.75
3056,terreno,terreno,ground,NOUN,suelo,suelo,NOUN,terreno,suelo,terreno,0.2857142857142857
3057,stronzi,stronze,assholes,NOUN,pendejos,pendejo,NOUN,stronze,pendejos,stronze,0.0
3061,orecchio,orecchio,ear,NOUN,oreja,orejar,VERB,orecchio,oreja,orecchio,0.375
3062,incantesimo,incantesimo,Magic spell,ADJ,hechizo mágico,hechizo,NOUN,incantesimo,hechizo magico,incantesimo,0.2142857142857143
3064,fegato,fegato,liver,NOUN,hígado,hígado,NOUN,fegato,higado,fegato,0.5
3066,facessi,facessare,I would do,VERB,lo haría,él,PRON,facessare,lo haria,facessar,0.0
3069,dichiarazione,dichiarazione,declaration,NOUN,declaración,declaración,NOUN,dichiarazione,declaracion,dichiaracion,0.6666666666666667
3070,dicevi,dicevi,you said,VERB,dijo,decir,VERB,dicevi,dijo,dicevi,0.33333333333333337
3076,sezione,sezione,section,NOUN,sección,sección,NOUN,sezione,seccion,sezion,0.5714285714285714
3079,riprendere,riprendere,take up again,VERB,retomar de nuevo,retomar,VERB,riprendere,retomar de nuevo,riprender,0.3125
3084,miami,miami,You love me,PROPN,me amas,yo,PRON,miami,me amas,miami,0.4285714285714286
3088,indovinare,indovinare,guess,VERB,adivinar,adivinar,VERB,indovinare,adivinar,indovinar,0.6666666666666667
3090,dovessi,dovessi,I had to,AUX,tuve que,tener,VERB,dovessi,tuve que,dovessi,0.25
3091,condannato,condannare,condemned,VERB,condenado,condenado,ADJ,condannare,condenado,condannar,0.5555555555555556
3092,colui,colui,him,PRON,a él,a,ADP,colui,a el,colui,0.0
3094,attaccato,attaccare,attached,VERB,adjunto,adjunto,ADJ,attaccare,adjunto,attaccar,0.125
3097,superato,superare,passed,VERB,aprobado,aprobado,ADJ,superare,aprobado,superar,0.125
3099,sopportare,sopportare,support,VERB,apoyo,apoyo,NOUN,sopportare,apoyo,sopportar,0.2222222222222222
3112,apposta,apposta,on purpose,ADV,a propósito,a,ADP,apposta,a proposito,apposta,0.4545454545454546
3113,andrebbe,andre,it should,PROPN,debería,deber,AUX,andre,deberia,andre,0.1428571428571429
3114,vacca,Vacca,cow,PROPN,vaca,vaca,PROPN,Vacca,vaca,Vacca,0.6
3119,risate,risata,laughs,NOUN,risas,risa,NOUN,risata,risas,risata,0.6666666666666667
3121,piazza,piazza,square,NOUN,cuadrado,cuadrado,NOUN,piazza,cuadrado,piazza,0.25
3124,mettete,mettetire,put,NOUN,poner,poner,VERB,mettetire,poner,mettetir,0.25
3126,infelice,infelice,unhappy,ADJ,infeliz,infeliz,ADJ,infelice,infeliz,infelice,0.75
3127,grato,grato,grateful,ADJ,agradecido,agradecido,ADJ,grato,agradecido,grato,0.4
3128,giovanni,giovanni,John,PROPN,john,john,PROPN,giovanni,john,giovanni,0.25
3130,doccia,doccia,shower,NOUN,ducha,ducha,NOUN,doccia,ducha,doccia,0.5
3131,destro,destro,right,ADJ,bien,bien,ADV,destro,bien,destro,0.0
3139,studenti,studente,students,NOUN,estudiantes,estudiante,NOUN,studente,estudiantes,studente,0.6363636363636364
3142,penna,penna,quill,NOUN,pluma,pluma,NOUN,penna,pluma,penna,0.4
3144,mentendo,mentere,lying,NOUN,mintiendo,mentir,VERB,mentere,mintiendo,menter,0.4444444444444444
3149,copione,copione,script,NOUN,guion,guion,PROPN,copione,guion,copion,0.5
3151,confuso,confuso,confused,ADJ,confundido,confundido,ADJ,confuso,confundido,confuso,0.6
3152,combattimento,combattimento,combat,NOUN,combate,combate,NOUN,combattimento,combate,combattimento,0.5384615384615384
3153,cercherò,cercherò,I&#39;ll look,VERB,veré,ver,VERB,cerchero,vere,cercherò,0.25
3157,sigarette,sigaretta,cigarettes,NOUN,cigarrillos,cigarrillo,NOUN,sigaretta,cigarrillos,sigaretta,0.36363636363636365
3159,romanzo,romanzo,novel,NOUN,novedoso,novedoso,ADJ,romanzo,novedoso,romanzo,0.25
3160,ori,ore,golds,NOUN,oros,oro,NOUN,ore,oros,ore,0.5
3163,maschera,maschera,mask,NOUN,mascarilla,mascarilla,NOUN,maschera,mascarilla,maschera,0.5
3164,margherita,Margherita,margherita pizza,PROPN,pizza margarita,pizza,NOUN,Margherita,pizza margarita,Margherita,0.4
3170,coraggioso,coraggioso,brave,ADJ,corajudo,corajudo,ADJ,coraggioso,corajudo,coraggioso,0.5
3172,cameriere,cameriera,waiter,NOUN,mesero,mesero,NOUN,cameriera,mesero,cameriera,0.4444444444444444
3177,stufo,stufore,Fed up,PROPN,harto,harto,ADJ,stufore,harto,stufore,0.1428571428571429
3178,stronza,Stronza,bitch,PROPN,perra,perra,NOUN,Stronza,perra,Stronza,0.2857142857142857
3179,starò,starare,will stay,NOUN,permanecerá,permanecer,VERB,starare,permanecera,starar,0.18181818181818177
3181,sacro,sacro,sacred,ADJ,sagrado,sagrado,ADJ,sacro,sagrado,sacro,0.5714285714285714
3184,passerà,passere,it will pass,VERB,pasara,pasar,VERB,passere,pasara,passer,0.5
3186,nastro,nastro,tape,NOUN,cinta,cinta,NOUN,nastro,cinta,nastro,0.16666666666666663
3190,grasso,grasso,fat,NOUN,gordo,gordo,ADJ,grasso,gordo,grasso,0.33333333333333337
3197,trasmissione,trasmissione,transmission,NOUN,transmisión,transmisión,NOUN,trasmissione,transmision,trasmission,0.7272727272727273
3199,tappeto,tappeto,rug,NOUN,alfombra,alfombra,NOUN,tappeto,alfombra,tappeto,0.0
3200,svelto,svegliere,quick,VERB,rápido,rápido,ADJ,svegliere,rapido,svejer,0.0
3201,sorte,sorta,fate,VERB,destino,destino,NOUN,sorta,destino,sorta,0.1428571428571429
3203,riuscivo,riuscivo,I could,VERB,pude,poder,VERB,riuscivo,pude,riuscivo,0.125
3204,raccomando,raccomandere,I recommend,ADJ,recomiendo,recomeir,VERB,raccomandere,recomiendo,raccomander,0.4545454545454546
3208,orgoglio,orgoglio,pride,NOUN,orgullo,orgullo,NOUN,orgoglio,orgullo,orgoglio,0.625
3211,mondiale,mondiale,world,ADJ,mundo,mundo,NOUN,mondiale,mundo,mondial,0.4285714285714286
3215,furgone,furgone,van,NOUN,camioneta,camioneta,NOUN,furgone,camioneta,furgone,0.33333333333333337
3217,coordinate,coordinare,coordinates,VERB,coordenadas,coordenada,NOUN,coordinare,coordenadas,coordinar,0.6363636363636364
3219,zucchero,zucchero,sugar,NOUN,azúcar,azúcar,NOUN,zucchero,azucar,zucchero,0.25
3220,servo,servare,servant,VERB,servidor,servidor,NOUN,servare,servidor,servar,0.625
3221,schiavi,schiavo,slaves,NOUN,esclavos,esclavo,NOUN,schiavo,esclavos,schiavo,0.5
3222,rilevo,rilevo,I detect,VERB,detecto,detecto,ADJ,rilevo,detecto,rilevo,0.2857142857142857
3227,impegno,impegno,I commit,NOUN,me comprometo,yo,PRON,impegno,me comprometo,impeno,0.3076923076923077
3232,chiacchiere,chiacchiera,Chatter,NOUN,charla,charla,NOUN,chiacchiera,charla,chiacchiera,0.36363636363636365
3234,carattere,carattere,character,NOUN,personaje,personaje,NOUN,carattere,personaje,caratter,0.11111111111111116
3235,bloccato,bloccare,blocked,VERB,obstruido,obstruido,ADJ,bloccare,obstruido,bloccar,0.11111111111111116
3238,urlare,urlare,scream,VERB,gritar,gritar,VERB,urlare,gritar,urlar,0.5
3239,potreste,potreste,you could,AUX,podrías,podriar,AUX,potreste,podrias,potreste,0.375
3240,persa,persa,lost,VERB,perdido,perdido,ADJ,persa,perdido,persa,0.4285714285714286
3241,organizzato,organizzare,organized,VERB,organizado,organizado,ADJ,organizzare,organizado,organizzar,0.7
3245,licenziato,licenziare,fired,VERB,despedido,despedido,ADJ,licenziare,despedido,licenziar,0.11111111111111116
3247,largo,largo,wide,NOUN,ancho,ancho,ADJ,largo,ancho,largo,0.19999999999999996
3252,assegno,assegno,check,NOUN,controlar,controlar,VERB,assegno,controlar,asseno,0.11111111111111116
3254,vuoie,vuoie,you want,NOUN,quieres,querer,VERB,vuoie,quieres,vuoie,0.2857142857142857
3255,velocemente,velocemente,quickly,ADV,rápidamente,rápidamente,ADV,velocemente,rapidamente,velocemente,0.4545454545454546
3264,pillole,pillola,pills,NOUN,pastillas,pastilla,NOUN,pillola,pastillas,pillola,0.33333333333333337
3267,operai,operaio,workers,ADJ,trabajadores,trabajador,NOUN,operaio,trabajadores,operaio,0.16666666666666663
3270,lasciala,lasciala,let her,VERB,dejarla,dejar él,VERB,lasciala,dejarla,lasciala,0.25
3272,ioro,ioro,I gold,NOUN,oro,oro,NOUN,ioro,oro,ioro,0.75
3273,figura,figurare,figure,VERB,cifra,cifra,NOUN,figurare,cifra,figurar,0.4285714285714286
3274,fiera,Fiera,fair,NOUN,justo,justo,ADV,Fiera,justo,Fiera,0.0
3276,este,esto,summer,NOUN,verano,verano,NOUN,esto,verano,esto,0.33333333333333337
3279,dille,dille,tell her,ADP,dile a,dilar,VERB,dille,dile a,dille,0.5
3280,coso,coso,thing,ADJ,cosa,cosa,NOUN,coso,cosa,coso,0.75
3282,cominciamo,comincare,let&#39;s start,VERB,empecemos,empecer,AUX,comincare,empecemos,comincar,0.11111111111111116
3285,autista,autista,driver,NOUN,conductor,conductor,NOUN,autista,conductor,autista,0.11111111111111116
3288,stà,stàre,is,ADJ,es,ser,AUX,stare,es,stàre,0.0
3289,scrivania,scrivania,desk,NOUN,escritorio,escritorio,NOUN,scrivania,escritorio,scrivania,0.5
3291,mando,mandere,I send,ADJ,envío,envío,NOUN,mandere,envio,mander,0.16666666666666663
3292,legno,legno,wood,NOUN,madera,madera,NOUN,legno,madera,leno,0.16666666666666663
3293,dosso,dosso,off me,NOUN,de mí,de,ADP,dosso,de mi,dosso,0.19999999999999996
3299,adatto,adatto,suited,ADJ,adecuado,adecuado,ADJ,adatto,adecuado,adatto,0.375
3300,vicenda,vicenda,affair,NOUN,amorío,amorío,NOUN,vicenda,amorio,vicenda,0.0
3301,umanità,umanità,humanity,NOUN,humanidad,humanidad,NOUN,umanita,humanidad,umanità,0.5555555555555556
3309,richiamo,richiamo,recall,NOUN,recordar,recordar,VERB,richiamo,recordar,richiamo,0.25
3311,pasquale,pasquale,Easter,ADJ,pascua de resurrección,pascua,PROPN,pasquale,pascua de resurreccion,pasqual,0.2272727272727273
3316,diglielo,digliee,tell him,ADJ,dile,dilar,VERB,digliee,dile,dilliee,0.5714285714285714
3317,comincio,comincio,I&#39;ll begin,VERB,voy a empezar,ir,AUX,comincio,voy a empezar,comincio,0.15384615384615385
3319,cavaliere,cavaliere,knight,NOUN,caballero,caballero,NOUN,cavaliere,caballero,cavalier,0.6666666666666667
3323,armato,armare,armed,VERB,armado,armado,ADJ,armare,armado,armar,0.6666666666666667
3334,prendilo,prendilo,take it,VERB,tómalo,tómalo,VERB,prendilo,tomalo,prendilo,0.25
3341,legato,legare,bound,VERB,atado,atado,ADJ,legare,atado,legar,0.0
3342,febbre,febbra,fever,ADJ,fiebre,fiebre,NOUN,febbra,fiebre,febbra,0.5
3346,cimitero,cimitero,graveyard,NOUN,cementerio,cementerio,NOUN,cimitero,cementerio,cimitero,0.6
3347,chiudo,chiudo,I&#39;m closing,VERB,estoy cerrando,estar,AUX,chiudo,estoy cerrando,chiudo,0.2142857142857143
3348,azienda,azienda,agency,NOUN,agencia,agencia,NOUN,azienda,agencia,azienda,0.4285714285714286
3355,leggenda,leggenda,legend,NOUN,leyenda,leyenda,NOUN,leggenda,leyenda,leggenda,0.75
3356,gelato,gelato,ice-cream,NOUN,helado,helado,NOUN,gelato,helado,gelato,0.6666666666666667
3361,bruciato,bruciare,burnt,VERB,quemado,quemado,ADJ,bruciare,quemado,bruciar,0.1428571428571429
3363,apprezzo,apprezzare,I appreciate,VERB,aprecio,aprecio,NOUN,apprezzare,aprecio,apprezzar,0.4444444444444444
3366,scomparsa,scomparsa,disappearance,NOUN,desaparición,desaparición,NOUN,scomparsa,desaparicion,scomparsa,0.25
3371,pavimento,pavimento,flooring,NOUN,piso,piso,NOUN,pavimento,piso,pavimento,0.33333333333333337
3374,guadagnare,guadagnare,earn,VERB,ganar,ganar,VERB,guadagnare,ganar,guadanar,0.625
3375,giovedì,giovedì,Thursday,NOUN,jueves,jueves,NOUN,giovedi,jueves,giovedì,0.2857142857142857
3377,dimostrare,dimostrare,show,VERB,espectáculo,espectáculo,NOUN,dimostrare,espectaculo,dimostrar,0.09090909090909094
3381,andatevene,andatevene,go away,ADJ,irse,ir él,VERB,andatevene,irse,andatevene,0.09999999999999998
3382,zuppa,zuppa,soup,NOUN,sopa,sopa,NOUN,zuppa,sopa,zuppa,0.4
3384,tocco,tocco,touch,NOUN,tocar,tocar,VERB,tocco,tocar,tocco,0.6
3388,sinistro,sinistro,left,ADJ,izquierda,izquierdo,ADJ,sinistro,izquierda,sinistro,0.11111111111111116
3390,scomparso,scomparire,disappeared,VERB,desaparecido,desaparecido,ADJ,scomparire,desaparecido,scomparir,0.33333333333333337
3391,riconosciuto,riconoscere,recognized,VERB,reconocido,reconocido,ADJ,riconoscere,reconocido,riconoscer,0.5
3393,personalità,personalità,personality,NOUN,personalidad,personalidad,NOUN,personalita,personalidad,personalità,0.75
3397,mangi,mangare,eat,ADJ,comer,comer,VERB,mangare,comer,mangar,0.16666666666666663
3399,funzioni,funzione,functions,NOUN,funciones,función,NOUN,funzione,funciones,funzion,0.6666666666666667
3400,femmina,femmina,female,NOUN,femenino,femenino,ADJ,femmina,femenino,femmina,0.625
3404,auguro,augurare,I hope,VERB,espero,esperar,VERB,augurare,espero,augurar,0.1428571428571429
3407,unione,Unione,Union,NOUN,unión,unión,PROPN,Unione,union,Union,0.6
3408,ucciderà,uccidare,will kill,VERB,asesinará,asesinar,VERB,uccidare,asesinara,uccidar,0.33333333333333337
3413,nozze,nozza,wedding,NOUN,boda,boda,NOUN,nozza,boda,nozza,0.4
3414,leone,leone,Lion,NOUN,león,león,NOUN,leone,leon,leone,0.6
3419,giocatore,giocatore,player,NOUN,jugador,jugador,NOUN,giocatore,jugador,giocatore,0.33333333333333337
3421,cravatta,cravatta,necktie,NOUN,corbata,corbata,NOUN,cravatta,corbata,cravatta,0.5
3423,cazzate,cazzata,bullshits,VERB,mierdas,mierda,NOUN,cazzata,mierdas,cazzata,0.0
3432,nudo,nudo,naked,ADJ,desnudo,desnudo,ADJ,nudo,desnudo,nudo,0.5714285714285714
3437,giungla,giungla,jungle,NOUN,selva,selva,NOUN,giungla,selva,giungla,0.1428571428571429
3440,fanculo,fanculo,Fuck yourself,NOUN,vete a la mierda,vete,VERB,fanculo,vete a la mierda,fanculo,0.0625
3444,conosciuta,conosciere,known,VERB,conocido,conocido,ADJ,conosciere,conocido,conoscier,0.6666666666666667
3445,chiese,chiendere,churches,VERB,iglesias,iglesia,NOUN,chiendere,iglesias,chiender,0.125
3446,capite,capite,you understand,ADJ,entiendes,entender,VERB,capite,entiendes,capite,0.2222222222222222
3448,bagagli,bagaglio,luggage,NOUN,equipaje,equipaje,NOUN,bagaglio,equipaje,bagaglio,0.0
3451,sposi,sposo,newlyweds,VERB,recién casados,recién,ADV,sposo,recien casados,sposo,0.1428571428571429
3452,salto,salto,jump,NOUN,saltar,saltar,VERB,salto,saltar,salto,0.6666666666666667
