rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,match_type,score
2445,specialmente,specialmente,especially,ADV,especialmente,especialmente,ADV,levenshtein,0.9230769230769231
3687,intelligenza,intelligenza,intelligence,NOUN,inteligencia,inteligencia,NOUN,levenshtein,0.9230769230769231
3937,profondamente,profondamente,deeply,ADV,profundamente,profundamente,ADV,levenshtein,0.9230769230769231
914,interessante,interessante,interesting,ADJ,interesante,interesante,ADJ,levenshtein,0.9166666666666666
1519,intelligente,intelligente,intelligent,ADJ,inteligente,inteligente,ADJ,levenshtein,0.9166666666666666
2501,conversazione,conversazione,conversation,NOUN,conversación,conversación,NOUN,levenshtein,0.9166666666666666
3455,proprietario,proprietario,owner,NOUN,dueño,dueño,NOUN,wordnet,0.9166666666666666
3468,comunicazione,comunicazione,communication,NOUN,comunicación,comunicación,NOUN,levenshtein,0.9166666666666666
4928,onestamente,onestamente,honestly,ADV,honestamente,honestamente,ADV,levenshtein,0.9166666666666666
702,esattamente,esattamente,Exactly,ADV,exactamente,exactamente,ADV,levenshtein,0.9090909090909091
1142,informazioni,informazione,information,NOUN,información,información,NOUN,levenshtein,0.9090909090909091
1180,esperienza,esperienza,experience,NOUN,experiencia,experiencia,NOUN,levenshtein,0.9090909090909091
1196,certamente,certamente,Certainly,ADV,ciertamente,ciertamente,ADV,levenshtein,0.9090909090909091
3345,disposizione,disposizione,disposition,NOUN,disposición,disposición,NOUN,levenshtein,0.9090909090909091
4177,assistenza,assistenza,assistance,NOUN,asistencia,asistencia,NOUN,levenshtein,0.9090909090909091
4813,alternativa,alternativo,alternative,ADJ,alternativa,alternativa,NOUN,levenshtein,0.9090909090909091
4997,comprensione,comprensione,comprehension,NOUN,comprensión,comprensión,NOUN,levenshtein,0.9090909090909091
925,impossibile,impossibile,impossible,ADJ,imposible,imposible,ADJ,levenshtein,0.9
1065,necessario,necessario,necessary,ADJ,necesario,necesario,ADJ,levenshtein,0.9
1295,controllare,controllare,check,VERB,controlar,controlar,VERB,levenshtein,0.9
1334,ovviamente,ovviamente,Obviously,ADV,obviamente,obviamente,ADV,levenshtein,0.9
1603,documenti,documento,documents,NOUN,documentos,documento,NOUN,levenshtein,0.9
1956,particolare,particolare,particular,ADJ,particular,particular,ADJ,levenshtein,0.9
2072,esistenza,esistenza,existence,NOUN,existencia,existencia,NOUN,levenshtein,0.9
2087,assistente,assistente,assistant,NOUN,asistente,asistente,NOUN,levenshtein,0.9
2151,coscienza,coscienza,consciousness,NOUN,conciencia,conciencia,NOUN,levenshtein,0.9
2230,televisione,televisione,television,NOUN,televisión,televisión,NOUN,levenshtein,0.9
2403,pantaloni,pantalone,pants,NOUN,pantalones,pantalón,NOUN,levenshtein,0.9
2474,movimento,movimento,movement,NOUN,movimiento,movimiento,NOUN,levenshtein,0.9
3669,complicato,complicato,complicated,ADJ,complicado,complicado,ADJ,levenshtein,0.9
3682,reputazione,reputazione,reputation,NOUN,reputación,reputación,NOUN,levenshtein,0.9
3940,ministero,ministero,ministry,NOUN,ministerio,ministerio,NOUN,levenshtein,0.9
4211,federazione,federazione,federation,NOUN,federación,federación,NOUN,levenshtein,0.9
4221,telegramma,telegramma,telegram,NOUN,telegrama,telegrama,NOUN,levenshtein,0.9
4390,partecipare,partecipare,participate,VERB,participar,participar,VERB,levenshtein,0.9
4633,campionato,campionato,championship,NOUN,campeonato,campeonato,NOUN,levenshtein,0.9
4770,volontario,volontario,voluntary,NOUN,voluntario,voluntario,ADJ,levenshtein,0.9
4799,comporta,comportare,involves,VERB,implica,implicar,VERB,wordnet,0.9
4886,fotografo,fotografo,I photograph,NOUN,fotografío,fotografiar,VERB,levenshtein,0.9
699,situazione,situazione,situation,NOUN,situación,situación,NOUN,levenshtein,0.8888888888888888
878,programma,programma,plan,NOUN,plan,plan,PROPN,wordnet,0.8888888888888888
897,terribile,terribile,terrible,ADJ,horrible,horrible,ADJ,wordnet,0.8888888888888888
1127,speranza,speranza,hope,NOUN,esperanza,esperanza,NOUN,levenshtein,0.8888888888888888
1159,omicidio,omicidio,homocide,NOUN,homicidio,homicidio,NOUN,levenshtein,0.8888888888888888
1392,preferisco,preferire,I prefer,VERB,prefiero,preferir,VERB,wordnet,0.8888888888888888
1557,innocente,innocente,innocent,ADJ,inocente,inocente,ADJ,levenshtein,0.8888888888888888
1633,sensazione,sensazione,sensation,NOUN,sensación,sensación,NOUN,levenshtein,0.8888888888888888
1711,pazienza,pazienza,patience,NOUN,paciencia,paciencia,NOUN,levenshtein,0.8888888888888888
1904,operazione,operazione,operation,NOUN,operación,operación,NOUN,levenshtein,0.8888888888888888
1979,immaginare,immaginare,imagine,VERB,imaginar,imaginar,VERB,levenshtein,0.8888888888888888
2080,proteggere,proteggere,protect,VERB,proteger,proteger,VERB,levenshtein,0.8888888888888888
2312,superiore,superiore,superior,ADJ,superior,superior,ADJ,levenshtein,0.8888888888888888
2385,costruire,costruire,build,VERB,construir,construir,VERB,levenshtein,0.8888888888888888
2781,ascensore,ascensore,elevator,NOUN,ascensor,ascensor,NOUN,levenshtein,0.8888888888888888
2946,concerto,concerto,concert,NOUN,concierto,concierto,NOUN,levenshtein,0.8888888888888888
3389,sequenza,sequenza,sequence,NOUN,secuencia,secuencia,NOUN,levenshtein,0.8888888888888888
3450,stupenda,stupendo,stupendous,VERB,estupendo,estupendo,ADJ,levenshtein,0.8888888888888888
3485,diamanti,diamante,diamonds,NOUN,diamantes,diamante,NOUN,levenshtein,0.8888888888888888
3512,cerimonia,cerimonia,ceremony,NOUN,ceremonia,ceremonia,NOUN,levenshtein,0.8888888888888888
3713,eccitante,eccitante,exciting,ADJ,emocionante,emocionante,ADJ,wordnet,0.8888888888888888
3751,confusione,confusione,confusion,NOUN,confusión,confusión,NOUN,levenshtein,0.8888888888888888
3779,convincere,convincere,convince,VERB,convencer,convencer,VERB,levenshtein,0.8888888888888888
3871,serpente,serpente,snake,NOUN,serpiente,serpiente,NOUN,levenshtein,0.8888888888888888
4067,elementi,elemento,elements,NOUN,elementos,elemento,NOUN,levenshtein,0.8888888888888888
4092,guerriero,guerriero,warrior,NOUN,guerrero,guerrero,NOUN,levenshtein,0.8888888888888888
4270,educazione,educazione,education,NOUN,educación,educación,NOUN,levenshtein,0.8888888888888888
4273,copertura,copertura,coverage,NOUN,cobertura,cobertura,NOUN,levenshtein,0.8888888888888888
4278,tradizione,tradizione,tradition,NOUN,tradición,tradición,NOUN,levenshtein,0.8888888888888888
4290,novembre,novembre,November,NOUN,noviembre,noviembre,NOUN,levenshtein,0.8888888888888888
4357,progressi,progresso,progress,NOUN,progreso,progreso,NOUN,levenshtein,0.8888888888888888
4554,cancellare,cancellare,cancel,VERB,cancelar,cancelar,VERB,levenshtein,0.8888888888888888
4560,udienza,udienza,hearing,NOUN,audiencia,audiencia,NOUN,levenshtein,0.8888888888888888
4578,istituto,istituto,institute,NOUN,instituto,instituto,NOUN,levenshtein,0.8888888888888888
4674,congresso,congresso,congress,NOUN,congreso,congreso,PROPN,levenshtein,0.8888888888888888
4905,accademia,accademia,academy,NOUN,academia,academia,PROPN,levenshtein,0.8888888888888888
301,preso,prendere,taken ,VERB,tomado,tomar,VERB,wordnet,0.875
327,persone,persona,people,NOUN,gente,gente,NOUN,wordnet,0.875
372,famiglia,famiglia,family,NOUN,familia,familia,NOUN,levenshtein,0.875
435,possibile,possibile,possible,ADJ,posible,posible,ADJ,levenshtein,0.875
707,perfetto,perfetto,Perfect,ADJ,perfecto,perfecto,ADJ,levenshtein,0.875
758,tenente,tenente,lieutenant,NOUN,teniente,teniente,NOUN,levenshtein,0.875
759,silenzio,silenzio,silence,NOUN,silencio,silencio,NOUN,levenshtein,0.875
996,speciale,speciale,special,ADJ,especial,especial,ADJ,levenshtein,0.875
998,posizione,posizione,position,NOUN,posición,posición,NOUN,levenshtein,0.875
1222,inferno,inferno,hell,NOUN,infierno,infierno,ADJ,levenshtein,0.875
1338,decisione,decisione,decision,NOUN,decisión,decisión,NOUN,levenshtein,0.875
1411,contatto,contatto,contact,NOUN,contacto,contacto,NOUN,levenshtein,0.875
1424,bellezza,bellezza,beauty,NOUN,belleza,belleza,NOUN,levenshtein,0.875
1440,processo,processo,process,NOUN,proceso,proceso,NOUN,levenshtein,0.875
1526,carriera,carriera,career,NOUN,carrera,carrera,NOUN,levenshtein,0.875
1597,relazione,relazione,relation,NOUN,relación,relación,NOUN,levenshtein,0.875
1608,orribile,orribile,horrible,ADJ,horrible,horrible,ADJ,levenshtein,0.875
1732,vittoria,vittoria,victory,NOUN,victoria,victoria,NOUN,levenshtein,0.875
1753,camminare,camminare,walk,VERB,caminar,caminar,VERB,levenshtein,0.875
1864,discorso,discorso,speech,NOUN,discurso,discurso,NOUN,levenshtein,0.875
1925,soluzione,soluzione,solution,NOUN,solución,solución,NOUN,levenshtein,0.875
1948,creatura,creatura,creature,NOUN,criatura,criatura,PROPN,levenshtein,0.875
1992,nervoso,nervoso,nervous,ADJ,nervioso,nervioso,ADJ,levenshtein,0.875
2007,castello,castello,castle,NOUN,castillo,castillo,PROPN,levenshtein,0.875
2015,fabbrica,fabbrica,factory,NOUN,fábrica,fábrica,NOUN,wordnet,0.875
2060,sensori,sensore,sensors,NOUN,sensores,sensor,NOUN,levenshtein,0.875
2083,paziente,paziente,patient,NOUN,paciente,paciente,ADJ,levenshtein,0.875
2247,profondo,profondo,deep,ADJ,profundo,profundo,ADJ,levenshtein,0.875
2300,istante,istante,instant,NOUN,instante,instante,NOUN,levenshtein,0.875
2461,studiare,studiare,study,VERB,estudiar,estudiar,VERB,levenshtein,0.875
2466,risolvere,risolvere,solve,VERB,resolver,resolver,VERB,levenshtein,0.875
2519,promessa,promessa,promise,NOUN,promesa,promesa,NOUN,levenshtein,0.875
2538,ingresso,ingresso,entrance,NOUN,entrada,entrada,NOUN,wordnet,0.875
2707,inverno,inverno,winter,NOUN,invierno,invierno,NOUN,levenshtein,0.875
2725,mistero,mistero,mystery,NOUN,misterio,misterio,NOUN,levenshtein,0.875
2755,resistere,resistere,resist,VERB,resistir,resistir,VERB,levenshtein,0.875
3012,deserto,deserto,desert,ADJ,desierto,desierto,NOUN,levenshtein,0.875
3147,divorzio,divorzio,divorce,NOUN,divorcio,divorcio,NOUN,levenshtein,0.875
3193,difendere,difendere,defend,VERB,defender,defender,VERB,levenshtein,0.875
3275,familiare,familiare,family,ADJ,familia,familia,NOUN,levenshtein,0.875
3310,recente,recente,recent,ADJ,reciente,reciente,ADJ,levenshtein,0.875
3367,scienza,scienza,science,NOUN,ciencia,ciencia,NOUN,levenshtein,0.875
3416,istinto,istinto,instinct,NOUN,instinto,instinto,NOUN,levenshtein,0.875
3541,uniforme,uniformo,uniform,PRON,uniforme,uniforme,ADJ,levenshtein,0.875
4085,riserva,riservare,reserve,VERB,reservar,reservar,VERB,levenshtein,0.875
4125,infanzia,infanzia,childhood,NOUN,infancia,infancia,NOUN,levenshtein,0.875
4135,commedia,commedia,comedy,NOUN,comedia,comedia,NOUN,levenshtein,0.875
4139,bandiera,bandiera,flag,NOUN,bandera,bandera,NOUN,levenshtein,0.875
4154,prezioso,prezioso,precious,ADJ,precioso,precioso,ADJ,levenshtein,0.875
4178,annuncio,annuncio,announcement,NOUN,anuncio,anuncio,NOUN,levenshtein,0.875
4354,religione,religione,religion,NOUN,religión,religión,NOUN,levenshtein,0.875
4488,concetto,concetto,concept,NOUN,concepto,concepto,NOUN,levenshtein,0.875
4489,certezza,certezza,certainty,NOUN,certeza,certeza,NOUN,levenshtein,0.875
4615,munizioni,munizione,ammunition,NOUN,munición,munición,NOUN,levenshtein,0.875
4685,appetito,appetito,appetite,NOUN,apetito,apetito,NOUN,levenshtein,0.875
4701,mandati,mandato,mandates,NOUN,mandatos,mandato,NOUN,levenshtein,0.875
4798,creazione,creazione,creation,NOUN,creación,creación,NOUN,levenshtein,0.875
4800,comandi,comandio,commands,VERB,comandos,comando,NOUN,wordnet,0.875
107,sempre,sempre,Always,ADV,siempre,siempre,ADV,levenshtein,0.8571428571428572
140,proprio,proprio,own,ADV,propio,propio,DET,levenshtein,0.8571428571428572
262,penso,pensare,I think,VERB,creo,creer,VERB,wordnet,0.8571428571428572
343,serve,servire,it serves,VERB,sirve,servir,VERB,wordnet,0.8571428571428572
415,minuti,minuto,minutes,NOUN,minutos,minuto,NOUN,levenshtein,0.8571428571428572
488,entrare,entrare,enter,VERB,ingresar,ingresar,VERB,wordnet,0.8571428571428572
671,attento,attento,careful,ADJ,cuidadoso,cuidadoso,ADJ,wordnet,0.8571428571428572
721,capelli,capello,hair,NOUN,cabello,cabello,NOUN,levenshtein,0.8571428571428572
730,aspetti,aspetto,aspects,NOUN,aspectos,aspecto,NOUN,wordnet,0.8571428571428572
767,segreto,segreto,secret,ADJ,secreto,secreto,NOUN,levenshtein,0.8571428571428572
817,specie,specie,species,NOUN,especies,especie,NOUN,wordnet,0.8571428571428572
826,cavallo,cavallo,horse,NOUN,caballo,caballo,NOUN,levenshtein,0.8571428571428572
935,intorno,intorno,environment,ADV,ambiente,ambiente,NOUN,wordnet,0.8571428571428572
957,pianeta,pianeta,planet,NOUN,planeta,planeta,NOUN,levenshtein,0.8571428571428572
976,notizie,notizia,news,NOUN,noticias,noticia,NOUN,wordnet,0.8571428571428572
1119,spazio,spazio,space,NOUN,espacio,espacio,NOUN,levenshtein,0.8571428571428572
1211,soldati,soldato,soldiers,NOUN,soldados,soldado,NOUN,wordnet,0.8571428571428572
1247,negozio,negozio,shop,NOUN,comercio,comercio,NOUN,wordnet,0.8571428571428572
1323,ufficiale,ufficiale,official,ADJ,oficial,oficial,ADJ,levenshtein,0.8571428571428572
1360,animali,animale,animals,ADJ,animales,animal,NOUN,wordnet,0.8571428571428572
1831,ottenere,ottenere,obtain,VERB,obtener,obtener,VERB,levenshtein,0.8571428571428572
1840,opinione,opinione,opinion,NOUN,opinión,opinión,NOUN,levenshtein,0.8571428571428572
1888,mentito,mentire,lied,VERB,mintió,mentir,VERB,wordnet,0.8571428571428572
1902,cadavere,cadavere,corpse,NOUN,cadáver,cadáver,NOUN,levenshtein,0.8571428571428572
2189,mercato,mercato,market,NOUN,mercado,mercado,NOUN,levenshtein,0.8571428571428572
2235,assurdo,assurdo,absurd,ADJ,absurdo,absurdo,ADJ,levenshtein,0.8571428571428572
2303,entrate,entrata,income,VERB,ingreso,ingreso,NOUN,wordnet,0.8571428571428572
2361,delitto,delitto,crime,NOUN,delito,delito,NOUN,levenshtein,0.8571428571428572
2377,accesso,accesso,access,NOUN,acceso,acceso,NOUN,levenshtein,0.8571428571428572
2475,membri,membro,members,NOUN,miembros,miembro,NOUN,wordnet,0.8571428571428572
2481,montagna,montagna,mountain,NOUN,montaña,montaña,NOUN,levenshtein,0.8571428571428572
2534,privato,privato,private,VERB,privado,privado,ADJ,levenshtein,0.8571428571428572
2540,franchi,franco,francs,PROPN,francos,francos,NOUN,levenshtein,0.8571428571428572
2583,direttamente,diretto,directly,VERB,directamente,directamente,ADV,wordnet,0.8571428571428572
2624,versione,versione,version,NOUN,versión,versión,NOUN,levenshtein,0.8571428571428572
2763,cammino,cammino,I walk,NOUN,camino,camino,NOUN,levenshtein,0.8571428571428572
2849,onesto,onesto,honest,ADJ,honesto,honesto,ADJ,levenshtein,0.8571428571428572
2921,pensione,pensione,pension,NOUN,pensión,pensión,NOUN,levenshtein,0.8571428571428572
2979,maniera,maniera,manner,NOUN,manera,manera,NOUN,levenshtein,0.8571428571428572
3032,straordinario,straordinario,extraordinary,ADJ,extraordinario,extraordinario,ADJ,levenshtein,0.8571428571428572
3040,modello,modello,model,NOUN,modelo,modelo,NOUN,levenshtein,0.8571428571428572
3067,esperto,esperto,expert,NOUN,experto,experto,NOUN,levenshtein,0.8571428571428572
3138,traffico,traffico,traffic,NOUN,tráfico,tráfico,NOUN,levenshtein,0.8571428571428572
3155,agenzia,agenzia,agency,NOUN,agencia,agencia,NOUN,levenshtein,0.8571428571428572
3192,esterno,esterno,external,ADJ,externo,externo,ADJ,levenshtein,0.8571428571428572
3261,rifugio,rifugio,refuge,NOUN,refugio,refugio,NOUN,levenshtein,0.8571428571428572
3308,salutare,salutare,greet,VERB,saludar,saludar,VERB,levenshtein,0.8571428571428572
3405,accento,accento,accent,NOUN,acento,acento,NOUN,levenshtein,0.8571428571428572
3594,causato,causare,caused,VERB,causó,causar,VERB,wordnet,0.8571428571428572
3618,attivare,attivare,activate,VERB,activar,activar,VERB,levenshtein,0.8571428571428572
3650,vestita,vestito,dressed,VERB,vestido,vestido,ADJ,levenshtein,0.8571428571428572
3768,pastore,pastore,shepherd,NOUN,pastor,pastor,NOUN,levenshtein,0.8571428571428572
3890,colleghi,collega,colleagues,NOUN,colegas,colega,NOUN,wordnet,0.8571428571428572
3924,balena,balena,whale,NOUN,ballena,ballena,NOUN,levenshtein,0.8571428571428572
3945,eventi,evento,events,NOUN,eventos,evento,NOUN,levenshtein,0.8571428571428572
3963,riparare,riparare,repair,VERB,reparar,reparar,VERB,levenshtein,0.8571428571428572
4023,terrore,terrore,terror,NOUN,terror,terror,NOUN,levenshtein,0.8571428571428572
4077,visitare,visitare,visit,VERB,visita,visita,NOUN,levenshtein,0.8571428571428572
4146,tecnica,tecnico,technique,ADJ,técnica,técnico,ADJ,wordnet,0.8571428571428572
4315,ritirare,ritirare,withdraw,VERB,retirar,retirar,VERB,levenshtein,0.8571428571428572
4395,insetti,insetto,insects,NOUN,insectos,insecto,NOUN,wordnet,0.8571428571428572
4436,impero,impero,empire,NOUN,imperio,imperio,ADJ,levenshtein,0.8571428571428572
4502,scambio,scambio,exchange,NOUN,intercambio,intercambio,NOUN,wordnet,0.8571428571428572
4557,adulti,adulto,adults,NOUN,adultos,adulto,NOUN,levenshtein,0.8571428571428572
4569,popolare,popolare,popular,ADJ,popular,popular,ADJ,levenshtein,0.8571428571428572
4639,trenta,trenta,thirty,NUM,treinta,treinta,NUM,levenshtein,0.8571428571428572
4684,armadio,armadio,Wardrobe,ADJ,armario,armario,NOUN,levenshtein,0.8571428571428572
4705,impatto,impatto,impact,NOUN,impacto,impacto,NOUN,levenshtein,0.8571428571428572
4822,stadio,stadio,stadium,NOUN,estadio,estadio,NOUN,levenshtein,0.8571428571428572
4838,indizi,indizio,clues,NOUN,pistas,pista,NOUN,wordnet,0.8571428571428572
4895,collina,collina,hill,NOUN,colina,colina,NOUN,levenshtein,0.8571428571428572
792,probabilmente,probabilmente,probably,ADV,probablemente,probablemente,ADV,levenshtein,0.8461538461538461
2658,praticamente,praticamente,practically,ADV,prácticamente,prácticamente,ADV,levenshtein,0.8461538461538461
2879,conseguenze,conseguenza,consequences,NOUN,consecuencias,consecuencia,NOUN,levenshtein,0.8461538461538461
3960,terribilmente,terribilmente,terribly,ADV,terriblemente,terriblemente,ADV,levenshtein,0.8461538461538461
4342,autorizzazione,autorizzazione,authorization,NOUN,autorización,autorización,NOUN,levenshtein,0.8461538461538461
4572,organizzazione,organizzazione,organization,NOUN,organización,organización,NOUN,levenshtein,0.8461538461538461
59,quando,quando,When,SCONJ,cuando,cuando,SCONJ,levenshtein,0.8333333333333334
74,va,andare,go,VERB,ir,ir,VERB,wordnet,0.8333333333333334
121,tempo,tempo,time,NOUN,tiempo,tiempo,NOUN,levenshtein,0.8333333333333334
123,certo,certo,Certain,ADV,cierto,cierto,ADJ,levenshtein,0.8333333333333334
237,favore,favore,favor,NOUN,favor,favor,NOUN,levenshtein,0.8333333333333334
329,terra,terra,Earth,NOUN,tierra,tierra,NOUN,levenshtein,0.8333333333333334
387,contro,contro,against,ADP,contra,contra,ADP,levenshtein,0.8333333333333334
414,marito,marito,Husband,NOUN,marido,marido,NOUN,levenshtein,0.8333333333333334
460,merda,merda,shit,NOUN,mierda,mierda,NOUN,levenshtein,0.8333333333333334
472,vicino,vicino,Neighbor,ADV,vecino,vecino,NOUN,levenshtein,0.8333333333333334
479,sangue,sangue,blood,NOUN,sangre,sangre,NOUN,levenshtein,0.8333333333333334
604,festa,festa,party,NOUN,fiesta,fiesta,NOUN,levenshtein,0.8333333333333334
695,alcuni,alcuno,some,DET,alguno,alguno,PRON,levenshtein,0.8333333333333334
705,scena,scena,scene,NOUN,escena,escena,NOUN,levenshtein,0.8333333333333334
868,preoccuparti,preoccuparre,worry,VERB,preocuparse,preocupar él,VERB,levenshtein,0.8333333333333334
927,vale,valere,it&#39;s worth,VERB,vale la pena,valer,VERB,wordnet,0.8333333333333334
958,fronte,fronte,forehead,NOUN,frente,frente,ADV,levenshtein,0.8333333333333334
1003,dolore,dolore,pain,NOUN,dolor,dolor,NOUN,levenshtein,0.8333333333333334
1013,medico,medico,doctor,NOUN,doctor,doctor,NOUN,wordnet,0.8333333333333334
1030,umano,umano,human,ADJ,humano,humano,ADJ,levenshtein,0.8333333333333334
1060,bianco,bianco,white,ADJ,blanco,blanco,ADJ,levenshtein,0.8333333333333334
1075,errore,errore,mistake,NOUN,error,error,NOUN,levenshtein,0.8333333333333334
1110,forma,formare,form,VERB,forma,forma,NOUN,levenshtein,0.8333333333333334
1174,tocca,toccare,touch,VERB,tocar,tocar,VERB,levenshtein,0.8333333333333334
1201,entro,entro,within,ADP,dentro,dentro,ADV,levenshtein,0.8333333333333334
1261,intero,intero,entire,ADJ,completo,completo,ADJ,wordnet,0.8333333333333334
1275,appartamento,appartamento,apartment,NOUN,departamento,departamento,NOUN,levenshtein,0.8333333333333334
1278,meraviglioso,meraviglioso,marvelous,ADJ,maravilloso,maravilloso,ADJ,levenshtein,0.8333333333333334
1285,ballare,ballare,dance,VERB,bailar,bailar,VERB,levenshtein,0.8333333333333334
1296,classe,classe,class,NOUN,clase,clase,NOUN,levenshtein,0.8333333333333334
1375,metri,metro,meters,NOUN,metros,metro,NOUN,levenshtein,0.8333333333333334
1393,vento,vento,wind,NOUN,viento,viento,NOUN,levenshtein,0.8333333333333334
1414,regole,regola,rules,VERB,normas,norma,NOUN,wordnet,0.8333333333333334
1487,pietra,pietra,stone,NOUN,piedra,piedra,NOUN,levenshtein,0.8333333333333334
1561,costa,costare,coast,VERB,costa,costa,INTJ,levenshtein,0.8333333333333334
1629,flotta,flotta,fleet,NOUN,flota,flota,NOUN,levenshtein,0.8333333333333334
1632,sentimenti,sentimento,feelings,NOUN,sentimientos,sentimiento,NOUN,levenshtein,0.8333333333333334
1634,corri,corrare,run,VERB,correr,correr,VERB,levenshtein,0.8333333333333334
1656,anello,anello,ring,NOUN,anillo,anillo,NOUN,levenshtein,0.8333333333333334
1715,denti,dente,teeth,NOUN,dientes,diente,NOUN,wordnet,0.8333333333333334
1797,colore,colore,color,NOUN,color,color,NOUN,levenshtein,0.8333333333333334
1814,cento,cento,hundred,NUM,centenar,centenar,NOUN,wordnet,0.8333333333333334
1834,trucco,trucco,trick,NOUN,truco,truco,NOUN,levenshtein,0.8333333333333334
1908,porte,porta,doors,VERB,puertas,puerta,NOUN,wordnet,0.8333333333333334
1941,scudi,scudo,shields,NOUN,escudos,escudo,NOUN,wordnet,0.8333333333333334
1943,motore,motore,motor,NOUN,motor,motor,NOUN,levenshtein,0.8333333333333334
2017,valore,valore,value,NOUN,valor,valor,NOUN,levenshtein,0.8333333333333334
2071,grazia,grazia,grace,NOUN,gracia,gracia,NOUN,levenshtein,0.8333333333333334
