rango,parola,frequenza,lemma,inglese,it_reverse
732,arrivare,782,arrivare,arrive,arrivare
733,guai,781,guaio,trouble,guaio
734,trova,779,trovare,finds,trova
735,motivo,778,motivo,reason,motivo
736,resta,775,restare,stay,rimanere
737,inizio,774,inizio,start,inizio
738,smettila,773,Smettila,stop that,smettila
739,diventare,773,diventare,become,diventare
740,potresti,772,potresti,you could,potresti
741,n',772,n,n&#39;,N&#39;
742,voluto,771,volere,wanted,ricercato
743,vanno,770,andare,they go,vanno
744,disse,770,dire,She said,Lei disse
745,morta,769,morire,dead,morto
746,de,769,de,de,de
747,bagno,768,bagno,bath,bagno
748,zio,767,zio,Uncle,Zio
749,futuro,767,futuro,future,futuro
750,sbagliato,762,sbagliare,wrong,sbagliato
751,guardi,761,guardare,look,Aspetto
752,cosi',761,cosi,Like this&#39;,Come questo&#39;
753,sicurezza,759,sicurezza,safety,sicurezza
754,pezzo,759,pezzo,piece,pezzo
755,devono,759,dovere,they must,essi devono
756,venuta,757,venire,coming,in arrivo
757,allo,756,a il,at the,al
758,tenente,753,tenente,lieutenant,tenente
759,silenzio,753,silenzio,silence,silenzio
760,porto,751,porto,port,porta
761,uccidere,750,uccidere,kill,uccisione
762,odio,750,odiare,hate,odio
763,sull',749,sull,on the,sul
764,giocare,749,giocare,play,giocare
765,lontano,748,lontano,distant,distante
766,durante,748,durante,during,durante
767,segreto,747,segreto,secret,segreto
768,sole,746,sole,Sun,Sole
769,mettere,746,mettere,put,Mettere
770,venite,744,venire,come,Venire
771,dirmi,743,dire mi,tell me,Dimmi
772,sistema,741,sistema,system,sistema
773,viaggio,740,viaggio,voyage,viaggio
774,causa,740,causa,cause,causa
775,r,739,r,r,R
776,comandante,739,comandante,commander,comandante
777,settimane,738,settimana,weeks,settimane
778,semplice,738,semplice,simple,semplice
779,minuto,738,minuto,minute,minuto
780,divertente,738,divertente,fun,divertimento
781,avresti,736,avresti,you would have,avresti
782,grandi,734,grande,large,grande
783,presidente,732,presidente,president,Presidente
784,bocca,732,bocca,mouth,bocca
785,permesso,731,permettere,permit,permesso
786,vecchia,730,vecchio,old,vecchio
787,culo,730,culo,ass,culo
788,sogno,728,sogno,dream,sogno
789,glielo,727,gli lo,him,lui
790,c,727,c,c,C
791,guardare,725,guardare,watch,orologio
792,probabilmente,724,probabilmente,probably,probabilmente
793,vengo,723,venire,I come,vengo
794,lasciami,720,lasciame,leave me,Lasciami
795,ie,720,ie,ie,cioè
796,negli,718,in il,in the,nel
797,do,716,do,do,Fare
798,fermo,715,fermo,stopped,fermato
799,zitto,712,ziggere,Shut up,Stai zitto
800,vera,712,vero,true,VERO
801,tante,712,tanto,many,molti
802,ln,712,Ln,ln,ln
803,colonnello,712,colonnello,colonel,colonnello
804,stupido,710,stupido,stupid,stupido
805,cristo,709,cristo,Christ,Cristo
806,conosce,707,conoscere,knows,conosce
807,fame,704,fama,hunger,fame
808,cura,704,curare,treatment,trattamento
809,prigione,703,prigione,prison,prigione
810,finire,703,finire,finish,fine
811,farai,702,farai,you will do,Tu lo farai
812,d,702,d,d,D
813,buonanotte,702,buonanotta,Good night,Buona notte
814,tom,699,Tom,tom,tom
815,prossima,699,prossimo,next,Prossimo
816,brava,695,bravo,Good,Bene
817,specie,694,specie,species,specie
818,prende,693,prendere,takes,prende
819,piacerebbe,691,piacere,would like,piacerebbe
820,circa,691,circa,about,Di
821,funziona,690,funzionare,works,lavori
822,dovete,690,dovere,you have to,si deve
823,brutto,690,brutto,ugly,brutto
824,vattene,689,vattene,get out,uscire
825,sente,689,sentire,hear,ascoltare
826,cavallo,688,cavallo,horse,cavallo
827,peccato,686,peccato,Sin,Peccato
828,mattina,686,mattina,morning,Mattina
829,consiglio,686,consigliare,advise,consigliare
830,cambiare,685,cambiare,change,modifica
831,saperlo,684,sapere lo,know it,lo so
832,usare,680,usare,use,utilizzo
833,naturalmente,680,naturalmente,naturally,naturalmente
834,continua,680,continuare,continues,continua
835,scelta,678,scegliere,choice,scelta
836,possibilità,678,possibilità,possibility,possibilità
837,spesso,677,spesso,Often,Spesso
838,dà,676,dare,from,da
839,dirti,675,dire ti,tell you,dirti
840,piuttosto,674,piuttosto,rather,Piuttosto
841,trovo,673,trovare,I find,io trovo
842,fondo,672,fondo,bottom,metter il fondo a
843,ricorda,671,ricordare,remember,Ricordare
844,guardate,671,guardare,watch,orologio
845,ospedale,670,ospedale,hospital,Ospedale
846,qualunque,668,qualunque,anyone,chiunque
847,maria,668,Maria,Mary,Maria
848,andrà,668,andare,it will go,andrà
849,legge,666,leggere,law,legge
850,agente,666,agente,agent,agente
851,oltre,665,oltre,beyond,al di là
852,avesse,665,avere,had,avevo
853,servizio,664,servizio,service,servizio
854,tanti,663,tanto,many,molti
855,messaggio,663,messaggio,message,Messaggio
856,giornata,663,giornata,day,giorno
857,faceva,662,fare,he did,egli fece
858,energia,659,energia,power,energia
859,incredibile,656,incredibile,incredible,incredibile
860,sala,655,sala,room,camera
861,mandato,655,mandare,mandate,mandato
862,chiamare,653,chiamare,call,chiamata
863,doveva,652,dovere,where you go,dove va
864,libero,651,libero,free,gratuito
865,aereo,651,aereo,airplane,aereo
866,ricevuto,649,ricevere,received,ricevuto
867,porti,648,portare,ports,porti
868,preoccuparti,647,preoccuparre ti,worry,preoccupazione
869,uh,644,uh,uh,eh
870,finalmente,644,finalmente,finally,Finalmente
871,quali,643,quale,which,Quale
872,stronzo,642,stronzo,asshole,Stronzo
873,mostro,642,mostro,monster,mostro
874,sette,641,sette,seven,Sette
875,pronta,640,pronto,ready,pronto
876,metti,640,mettere,you put,metti
877,henry,640,Henry,henry,Enrico
878,programma,637,programma,plan,piano
879,poteva,637,potere,he could,lui potrebbe
880,parti,637,parte,set off,partire
881,saputo,634,sapere,known,conosciuto
882,partita,634,partita,match,incontro
883,gentile,633,gentile,Kind,Tipo
884,poter,632,potere,be able to,essere in grado di
885,freddo,632,freddo,Freddo,Freddo
886,s',629,s,yes,SÌ
887,piacciono,629,piacere,they like them,gli piacciono
888,clark,629,Clark,clark,clark
889,vederti,628,vedere ti,see you,ci vediamo
890,domande,628,domanda,requests,richieste
891,peggio,627,peggio,worse,peggio
892,sanno,626,sapere,they know,loro sanno
893,genitori,626,genitore,parents,genitori
894,amica,626,amico,friend,amico
895,solito,625,solito,usual,solito
896,anima,625,anima,soul,anima
897,terribile,624,terribile,terrible,terribile
898,buonasera,624,Buonasera,Good evening,Buonasera
899,oro,623,oro,gold,oro
900,occhio,623,occhio,eye,occhio
901,si',622,si,Yes&#39;,SÌ&#39;
902,radio,621,radio,radio,Radio
903,quante,620,quanto,how much it is,quanto è
904,pieno,620,pieno,full,pieno
905,rapporto,619,rapporto,relationship,relazione
906,avrai,619,avere,you will have,tu avrai
907,alcune,619,alcuno,someone,qualcuno
908,provare,618,provare,try,Tentativo
909,carino,616,carino,cute,Carino
910,scoperto,615,scoprire,discovery,scoperta
911,america,614,America,America,America
912,denaro,613,denaro,money,soldi
913,compagnia,611,compagnia,company,azienda
914,interessante,609,interessante,Interesting,Interessante
915,avvocato,609,avvocato,lawyer,avvocato
916,t',607,t,t&#39;,T&#39;
917,vestito,606,vestire,dress,vestito
918,ottimo,606,ottimo,Optimal,Ottimale
919,avevano,605,avere,they had,avevano
920,esercito,604,esercito,army,esercito
921,vestiti,602,vestire,clothes,vestiti
922,treno,602,treno,train,treno
923,succedendo,602,succedere,happening,accadendo
924,mese,602,mese,month,mese
925,impossibile,602,impossibile,impossible,impossibile
926,chiunque,602,chiunque,whoever,chiunque
927,vale,599,valere,it&#39;s worth it,ne vale la pena
928,nello,599,in il,in,In
929,milioni,598,milione,millions,milioni
930,cibo,598,cibo,food,cibo
931,tempi,597,tempo,times,volte
932,jim,597,Jim,jim,Jim
933,piu,596,piu,more,Di più
934,laggiù,596,laggiù,over there,laggiù
935,intorno,596,intorno,environment,ambiente
936,servono,595,servire,they are needed,sono necessari
937,chiave,595,chiave,key,chiave
938,coi,593,con il,with,con
939,diritto,591,diritto,right,Giusto
940,dimenticato,591,dimenticare,forgotten,dimenticato
941,ve,590,ve,ve,ve
942,natale,589,Natale,Christmas,Natale
943,calma,589,calma,calm,calma
944,altrimenti,589,altrimenti,otherwise,Altrimenti
945,t,588,t,t,T
946,miss,588,Miss,miss,mancare
947,provato,587,provare,tried,provato
948,dirlo,587,dire lo,say it,Dillo
949,cinema,587,cinema,cinema,cinema
950,chiedere,587,chiedere,ask,chiedere
951,ritardo,585,ritardo,delay,ritardo
952,realtà,585,realtà,reality,la realtà
953,mare,585,mare,sea,mare
954,maestro,584,maestro,master,maestro
955,tv,583,tv,TV,tv
956,pagare,583,pagare,pay,paga
957,pianeta,582,pianeta,planet,pianeta
958,fronte,582,fronte,forehead,fronte
959,addosso,582,addosso,on,SU
960,entrambi,581,entrambi,both,Entrambi
961,dia,580,dia,dia,diametro
962,cambiato,580,cambiare,changed,cambiato
963,interessa,579,interessare,interest,interesse
964,assolutamente,579,assolutamente,absolutely,assolutamente
965,risposta,577,risposta,answer,risposta
966,rispetto,576,rispetto,respect,rispetto
967,pena,575,pena,sorry,Scusa
968,gesù,575,Gesù,Jesus,Gesù
969,michael,574,michael,michael,Michael
970,incontro,574,incontro,encounter,incontrare
971,cercato,574,cercare,looked for,cercato
972,occhiata,573,occhiato,look,Aspetto
973,pensando,572,pensare,thinking,pensiero
974,cioè,572,cioè,Meaning what,Significato cosa
975,the,571,the,the,IL
976,notizie,571,notizia,news,notizia
977,sorpresa,568,sorprendere,surprise,sorpresa
978,bastardo,568,bastardo,Bastard,Bastardo
979,salute,567,salute,Health,Salute
980,lettera,567,lettera,letter,lettera
981,incidente,567,incidente,accident,incidente
982,grosso,567,grosso,big,grande
983,soli,566,solo,alone,solo
984,mica,565,mica,not,non
985,sembrava,564,sembrare,It seemed,Sembrava
986,grado,564,grado,degree,grado
987,aiutare,564,aiutare,help,aiuto
988,sinistra,563,sinistra,left,Sinistra
989,dovevo,563,dovere,I had to,Dovevo
990,contento,563,contento,happy,Contento
991,canzone,563,canzone,song,canzone
992,sapeva,562,sapere,He knew,Lui sapeva
993,santo,562,santo,holy,santo
994,verrà,560,venire,it will come,verrà
995,saremo,560,saere,we will be,noi saremo
996,speciale,559,speciale,special,speciale
997,diceva,559,dire,he said,Egli ha detto
998,posizione,558,posizione,position,posizione
999,gruppo,558,Gruppo,group,gruppo
1000,giuro,555,giurare,I swear,Lo giuro
1001,va',554,andare,it goes&#39;,va&#39;
1002,m,554,m,m,M
1003,dolore,554,dolore,ache,dolore
1004,bordo,554,bordo,edge,bordo
1005,idiota,552,idiota,idiot,idiota
1006,missione,551,missione,mission,missione
1007,dunque,551,dunque,so,COSÌ
1008,billy,549,Billy,billy,Billy
1009,pranzo,548,pranzo,lunch,pranzo
1010,direi,548,dire,I&#39;d say,direi
1011,joe,546,Joe,joe,Joe
1012,dolce,546,dolce,Sweet,Dolce
1013,medico,544,medico,doctor,medico
1014,parigi,543,Parigi,Paris,Parigi
1015,dagli,542,da il,give it,daglielo
1016,fin,540,fino,fin,pinna
1017,farci,540,fare ci,make us,farci
1018,diverso,540,diverso,different,diverso
1019,ama,539,amare,loves,gli amori
1020,trovi,538,trovare,you find,trovate
1021,sta',538,stare,is&#39;,È&#39;
1022,sesso,538,sesso,sex,sesso
1023,dirò,538,dire,I will say,dirò
1024,base,538,base,basic,di base
1025,partire,537,partire,start,inizio
1026,prove,536,prova,tests,test
1027,chiuso,536,chiudere,closed,Chiuso
1028,scusate,535,scusare,Excuse me,Mi scusi
1029,linea,534,linea,line,linea
1030,umano,533,umano,human,umano
1031,ponte,533,Ponte,bridge,ponte
1032,esempio,533,esempio,example,esempio
1033,vengono,532,venire,they come,arrivano
1034,rimasto,532,rimanere,remained,è rimasta
1035,mille,532,mille,one thousand,mille
1036,caccia,532,cacciare,hunting,a caccia
1037,stanotte,531,stanotte,tonight,stasera
1038,frank,531,frank,frank,Franco
1039,continuare,531,continuare,to continue,continuare
1040,simile,530,simile,similar,simile
1041,prossimo,530,prossimo,next,Prossimo
1042,libertà,530,libertà,freedom,libertà
1043,normale,529,normale,normal,normale
1044,comando,528,comando,command,comando
1045,accidenti,528,accidento,damn!,Dannazione!
1046,tenere,527,tenere,hold,Presa
1047,scrivere,527,scrivere,write,scrivere
1048,questione,526,questione,question,domanda
1049,principe,526,principe,prince,Principe
1050,pezzi,526,pezzo,pieces,pezzi
1051,arma,526,arma,weapon,arma
1052,rumore,525,rumore,noise,rumore
1053,ordini,525,ordine,orders,ordini
1054,siediti,524,siedire,sit down,sedere
1055,apri,524,aprire,you open,apri
1056,appuntamento,524,appuntamento,appointment,appuntamento
1057,potevo,522,potere,I could,potrei
1058,destra,522,destra,right,Giusto
1059,nero,521,nero,black,nero
1060,bianco,521,bianco,white,bianco
1061,oppure,520,oppure,or,O
1062,charlie,520,charlie,charlie,Charlie
1063,nemico,519,nemico,enemy,nemico
1064,completamente,518,completamente,completely,completamente
1065,necessario,515,necessario,necessary,necessario
1066,pubblico,513,pubblico,public,pubblico
1067,personale,513,personale,personal,personale
1068,parlo,512,parlo,I speak,io parlo
1069,vinto,511,vincere,won,vinto
1070,vino,510,vino,wine,vino
1071,fermi,510,fermo,stop,fermare
1072,volevi,509,volevi,you wanted,volevi
1073,otto,509,otto,eight,otto
1074,guardia,509,guardia,guard,guardia
1075,errore,508,errore,mistake,errore
1076,braccio,507,braccio,arm,braccio
1077,assassino,507,assassino,murderer,assassino
1078,manca,506,mancare,lacks,manca
1079,promesso,504,promettere,promised,promesso
1080,affatto,504,affatto,at all,affatto
1081,insomma,503,insomma,In short,In breve
1082,caldo,502,caldo,heat,Calore
1083,zona,501,zona,area,la zona
1084,vostre,500,vostro,yours,il tuo
1085,leggere,500,leggere,light,leggero
1086,spettacolo,499,spettacolo,show,spettacolo
1087,metà,499,metà,half,metà
1088,eccolo,499,eccolo,there he is,Eccolo
1089,dott,499,Dott,Dr,Dott
1090,seconda,498,seconda,second,secondo
1091,passa,498,passare,passes,passa
1092,dura,498,durare,tough,difficile
1093,attacco,498,attacco,attack,attacco
1094,secondi,497,secondo,seconds,secondi
1095,tranquillo,496,tranquillo,Calm,Calma
1096,avevamo,496,avere,we had,abbiamo avuto
1097,n,495,n,n,N
1098,duro,495,duro,hard,difficile
1099,spirito,494,spirito,spirit,spirito
1100,razza,494,razza,race,gara
1101,piû,494,piû,more,Di più
1102,destino,494,destino,destiny,destino
1103,studio,493,studio,study,studio
1104,immagino,493,immagino,I imagine,immagino
1105,centro,493,centro,center,centro
1106,capisce,493,capire,understands,capisce
1107,aspettando,493,aspettare,waiting,in attesa
1108,scusami,492,scusami,Excuse me,Mi scusi
1109,arrivati,492,arrivare,arrived,arrivato
1110,forma,491,formare,form,modulo
1111,cervello,491,cervello,brain,cervello
1112,saresti,489,sarestio,would you be,saresti
1113,regina,489,reginare,Queen,Regina
1114,george,488,George,george,Giorgio
1115,sud,487,sud,south,Sud
1116,intendo,487,intendere,I intend,Intendo
1117,di',487,di,Of&#39;,Di&#39;
1118,passi,485,passo,steps,passi
1119,spazio,484,spazio,space,spazio
1120,b,484,b,b,B
1121,sposato,483,sposare,married,sposato
1122,luna,483,luna,moon,luna
1123,gamba,482,gamba,leg,gamba
1124,esserci,482,essere ci,be there,essere lì
1125,computer,482,computer,computer,computer
1126,chiesa,482,chiesa,church,Chiesa
1127,speranza,481,speranza,hope,Speranza
1128,scappare,481,scappare,escape,fuga
1129,bellissima,481,bello,Extremely beautiful,Estremamente bella
1130,piena,480,pieno,full,pieno
1131,conosciuto,480,conoscere,known,conosciuto
1132,affare,479,affare,deal,Affare
1133,tizio,476,tizio,dude,tizio
1134,senta,476,sentire,listen,Ascoltare
1135,presa,476,prendere,Jack,Jack
1136,pochi,476,poco,few,pochi
1137,esiste,474,esistere,exists,esiste
1138,tai,473,taie,tai,tai
1139,povero,471,povero,poor,povero
1140,libri,471,libro,books,libri
1141,lavora,471,lavorare,work,lavoro
1142,informazioni,471,informazione,information,informazione
1143,san,470,san,san,san
1144,cerco,470,cercere,I look for,cerco
1145,cavalli,470,cavallo,horses,cavalli
1146,ballo,470,ballo,dance,danza
1147,vive,468,vivere,lives,vite
1148,serata,468,serata,evening,sera
1149,rosso,468,rosso,red,rosso
1150,migliori,468,migliore,better,Meglio
1151,brutta,467,brutto,ugly,brutto
1152,stessi,466,stesso,themselves,loro stessi
1153,luogo,466,luogo,place,posto
1154,david,466,David,david,davide
1155,fossero,465,essere,they were,Li avevamo
1156,ë,465,ë,And,E
1157,proposito,464,proposire,purpose,scopo
1158,popolo,464,Popolo,people,persone
1159,omicidio,464,omicidio,homocide,omicidio
1160,colpito,464,colpire,hit,colpo
1161,umani,463,umano,humans,umani
1162,johnny,462,Johnny,johnny,Johnny
1163,farebbe,462,fare,would do,farebbe
1164,visita,460,visita,visit,visita
1165,sam,460,Sam,sam,sam
1166,potrebbero,460,potere,they might,potrebbero
1167,occasione,460,occasione,occasion,occasione
1168,f,460,f,f,F
1169,carne,460,carne,meat,carne
1170,uscita,459,uscire,exit,Uscita
1171,sissignore,459,sissignore,yes sir,si signore
1172,palla,459,palla,ball,palla
1173,navi,459,nave,ships,navi
1174,tocca,458,toccare,touch,tocco
1175,ami,458,amare,do you love,ami
1176,belle,457,bello,beautiful,Bellissimo
1177,arrivando,456,arrivare,arriving,in arrivo
1178,ritorno,455,ritorno,return,ritorno
1179,giusta,455,giusto,right,Giusto
1180,esperienza,455,esperienza,experience,esperienza
1181,scelto,454,scegliere,choice,scelta
1182,differenza,454,differenza,difference,differenza
1183,chiudi,454,chiudere,close,vicino
1184,carina,454,carino,nice,Carino
1185,scarpe,453,scarpa,shoes,scarpe
1186,piangere,453,piangere,cry,gridare
1187,p,453,p,p,P
1188,intenzione,453,intenzione,intention,Intenzione
1189,prue,452,prue,bow,arco
1190,prenda,452,prendere,take,Prendere
1191,pericolo,452,pericolo,danger,Pericolo
1192,avremo,452,avere,we&#39;ll have,avremo
1193,aspettate,452,aspettare,wait,Aspettare
1194,torni,451,tornare,come back,ritorno
1195,stargate,451,stargata,stargate,Stargate
1196,certamente,451,certamente,Certainly,Certamente
1197,fratelli,450,fratello,brothers,fratelli
1198,regalo,449,regalo,gift,regalo
1199,ferma,448,fermare,stop,fermare
1200,lista,447,lista,list,elenco
1201,entro,445,entro,within,entro
1202,temo,444,temere,I&#39;m afraid,Ho paura
1203,vedrai,443,vedere,you will see,vedrai
1204,sogni,443,sogno,dreams,sogni
1205,sappia,443,sappia,know,Sapere
1206,molta,443,molto,a lot,molto
1207,diventato,443,diventare,become,diventare
1208,cucina,443,cucinare,Kitchen,Cucina
1209,triste,442,triste,sad,triste
1210,tale,442,tale,such,come
1211,soldati,442,soldato,soldiers,soldati
1212,lascio,442,lascio,I leave,Io lascio
1213,chissà,442,chissà,maybe,Forse
1214,dite,440,dire,of you,di voi
1215,fallo,439,fallo,just do it,fallo e basta
1216,veloce,438,veloce,fast,veloce
1217,digli,438,diglio,say to Him,Dillo a lui
1218,certa,437,certo,certain,certo
1219,naso,436,naso,nose,naso
1220,attraverso,435,attraverso,through,Attraverso
1221,rotta,434,rotta,route,itinerario
1222,inferno,434,inferno,hell,inferno
1223,imparare,433,imparare,learn,Imparare
1224,bacio,433,bacio,kiss,bacio
1225,viva,432,vivo,Viva,Viva
1226,riuscito,432,riuscire,succeeded,successo
1227,nonno,432,nonno,grampa,nonno
1228,volo,431,volo,flight,volo
1229,jimmy,431,Jimmy,jimmy,jimmy
1230,carta,430,carta,paper,carta
1231,pomeriggio,429,pomeriggio,afternoon,pomeriggio
1232,aperto,428,aprire,open,aprire
1233,potrà,427,potere,can,Potere
1234,direttore,427,direttore,director,direttore
1235,vorrà,426,volere,will want,vorrò
1236,schifo,425,schifo,disgust,disgusto
1237,imparato,425,imparare,learned,imparato
1238,francese,424,francese,French,francese
1239,sembri,423,sembrare,you look,sembri
1240,età,422,età,age,età
1241,son,421,son,son,figlio
1242,passaggio,421,passaggio,ride,passeggiata
1243,lunga,421,lungo,long,lungo
1244,gambe,421,gamba,legs,gambe
