rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
609,telefono,993,telefono,telephone,teléfono,telefono
610,affari,991,affare,business,negocio,Attività commerciale
611,facile,987,facile,easy,fácil,facile
612,parlando,977,parlare,speaking,discurso,A proposito di
613,caro,977,caro,Dear,Estimado,Caro
614,sui,972,su il,on,en,SU
615,pronti,970,pronto,ready,listo,pronto
616,restare,969,restare,remain,permanecer,rimanere
617,attenzione,967,attenzione,Attention,Atención,Attenzione
618,crede,965,credere,you think,Crees,si pensa
619,nostre,961,nostro,our,nuestro,Nostro
620,controllo,959,controllo,check,controlar,controllo
621,molte,957,molto,many,muchos,molti
622,unica,956,unico,unique,único,unico
623,dovremmo,956,dovere,we should,deberíamos,dovremmo
624,farti,955,fartare,make you,hará,ti rende
625,soltanto,950,soltanto,only,solo,soltanto
626,piu',950,piu,more&#39;,más&#39;,Di più&#39;
627,buono,950,buonare,Good,Bien,Bene
628,puttana,949,puttano,whore,puta,puttana
629,vivo,947,vivo,I live,yo vivo,vivo
630,sappiamo,947,sapere,we know,sabemos,sappiamo
631,luce,947,luce,light,luz,leggero
632,generale,943,generale,general,general,generale
633,qualsiasi,941,qualsiasi,any,cualquier,Qualunque
634,vogliamo,940,volere,we want,queremos,vogliamo
635,ultimo,939,ultimo,last,último,scorso
636,dicono,931,dire,they say,ellos dicen,dicono
637,benissimo,931,bene,Very well,Muy bien,Ottimo
638,harry,930,harry,harry,Harry,Harry
639,foto,928,foto,photo,foto,foto
640,unico,927,unico,unique,único,unico
641,onore,927,onore,honor,honor,onore
642,ragazze,926,ragazza,girls,chicas,ragazze
643,scritto,925,scrivere,written,escrito,scritto
644,andate,925,andare,go,ir,andare
645,tieni,920,tieni,here,aquí,Qui
646,siano,915,essere,they are,ellos son,sono
647,ufficio,914,ufficio,office,oficina,ufficio
648,entra,914,entrare,enter,ingresar,accedere
649,chiedo,906,chiedere,I ask,Pregunto,Chiedo
650,coraggio,904,coraggio,courage,coraje,coraggio
651,andando,904,andare,going,yendo,andando
652,venga,903,venire,come,venir,Venire
653,dieci,902,dieci,ten,diez,dieci
654,credevo,901,credere,I believed,yo creí,ho creduto
655,voglia,894,voglia,wants,quiere,vuole
656,potremmo,891,potere,we could,Pudimos,potremmo
657,esatto,888,esatto,Exactly,Exactamente,Esattamente
658,credere,888,credere,believe,creer,credere
659,tratta,882,trattare,deals with,trata con,si occupa di
660,eravamo,881,essere,we were,éramos,noi eravamo
661,arrivato,878,arrivare,arrived,llegó,arrivato
662,bambina,877,bambino,girl,chica,ragazza
663,pistola,875,pistola,pistol,pistola,pistola
664,voce,874,Voce,voice,voz,voce
665,dormire,872,dormire,sleep,dormir,sonno
666,lasci,871,Lasci,leave,dejar,Partire
667,avessi,871,avessi,I had,Yo tenía,avevo
668,chiaro,870,chiaro,clear,claro,chiaro
669,aspetto,868,aspetto,I wait,yo espero,aspetto
670,squadra,867,squadra,squad,equipo,squadra
671,attento,867,attento,careful,cuidadoso,attento
672,cerca,866,cercare,near,cerca,vicino
673,ordine,865,ordine,order,orden,ordine
674,joey,862,Joey,joey,joey,Joey
675,arrivederci,862,arrivederci,Until we meet again,Hasta que nos encontremos de nuevo,Fino a quando ci incontriamo di nuovo
676,arriva,861,arrivare,he arrives,el llega,egli arriva
677,armi,861,arma,weapons,armas,armi
678,sulle,860,su il,on,en,SU
679,ormai,860,ormai,at this point,en este punto,a questo punto
680,maggiore,855,maggiore,greater,mayor que,maggiore
681,fretta,855,fretta,rush,correr,fretta
682,sarai,853,sarai,you will be,usted será,sarai
683,sacco,852,sacco,sack,bolsa,sacco
684,fatti,852,fare,facts,hechos,fatti
685,york,851,york,york,york,York
686,parli,850,parlare,you speak,tu hablas,parli
687,colpo,849,colpo,hit,golpear,colpo
688,sarei,846,sarei,I would be,Sería,Sarei
689,m',845,m,m&#39;,metro&#39;,M&#39;
690,caffè,845,caffè,coffee,café,caffè
691,capisci,842,capisci,you understand,tú entiendes,capisci
692,dicendo,840,dire,saying,dicho,detto
693,vostri,839,vostro,your,su,tuo
694,camera,837,camera,room,habitación,camera
695,alcuni,837,alcuno,some,alguno,Alcuni
696,cercare,835,cercare,look for,buscar,cercare
697,arrivo,830,arrivo,I arrive,llego,io arrivo
698,aspettare,829,aspettare,wait,esperar,Aspettare
699,situazione,828,situazione,situation,situación,situazione
700,faremo,828,fare,we&#39;ll do it,lo haremos,lo faremo
701,deciso,828,decidere,decided,decidido,deciso
702,esattamente,827,esattamente,Exactly,Exactamente,Esattamente
703,dev',816,dev,must,debe,dovere
704,addio,815,addio,Goodbye,Adiós,Arrivederci
705,scena,812,scena,scene,escena,scena
706,inglese,812,inglese,English,Inglés,Inglese
707,perfetto,811,perfetto,Perfect,Perfecto,Perfetto
708,potete,810,potere,you can,puede,puoi
709,fammi,808,fammre,do for me,hazlo por mi,fate per me
710,alto,807,alto,high,alto,alto
711,dello,806,di il,of the,del,del
712,prendo,805,prere,I take,tomo,prendo
713,conosci,805,conoscere,you know,sabes,Sai
714,be',805,be,well,Bueno,BENE
715,sapete,802,sapere,you know,sabes,Sai
716,pazzo,802,pazzo,crazy,loco,pazzo
717,chiami,802,chiamare,who do you Love,Quién es su amor,chi ami
718,tornato,801,tornare,got back,regresé,tornato
719,sicura,801,sicuro,safe,seguro,sicuro
720,lasciare,798,lasciare,leave,dejar,Partire
721,capelli,796,capello,hair,cabello,capelli
722,potere,795,potere,candies,dulces,caramelle
723,avevi,794,avevi,you had,tu tenias,avete avuto
724,morti,793,morto,dead,muerto,morto
725,avrà,793,avere,will have,tendrá,avrà
726,fantastico,791,fantastico,Fantastic,Fantástico,Fantastico
727,matrimonio,788,matrimonio,marriage,casamiento,matrimonio
728,passo,787,passo,step,paso,fare un passo
729,portare,786,portare,bring,traer,Portare
730,aspetti,786,aspetto,wait,esperar,Aspettare
731,torno,782,tornare,I&#39;ll be back,Vuelvo enseguida,Tornerò
732,arrivare,782,arrivare,arrive,llegar,arrivare
733,guai,781,guaio,trouble,problema,guaio
734,trova,779,trovare,finds,encuentra,trova
735,motivo,778,motivo,reason,razón,motivo
736,resta,775,restare,stay,permanecer,rimanere
737,inizio,774,inizio,start,comenzar,inizio
738,smettila,773,smettila,stop that,Para,smettila
739,diventare,773,diventare,become,convertirse,diventare
740,potresti,772,potrestare,you could,tú podrías,potresti
741,n',772,n,n&#39;,norte&#39;,N&#39;
742,voluto,771,volere,wanted,buscado,ricercato
743,vanno,770,andare,they go,ellos van,vanno
744,disse,770,dire,She said,Ella dijo,Lei disse
745,morta,769,morire,dead,muerto,morto
746,de,769,de,de,Delaware,de
747,bagno,768,bagno,bath,baño,bagno
748,zio,767,zio,Uncle,Tío,Zio
749,futuro,767,futuro,future,futuro,futuro
750,sbagliato,762,sbagliare,wrong,equivocado,sbagliato
751,guardi,761,guardare,look,mirar,Aspetto
752,cosi',761,cosi,Like this&#39;,Como esto&#39;,Come questo&#39;
753,sicurezza,759,sicurezza,safety,seguridad,sicurezza
754,pezzo,759,pezzo,piece,pedazo,pezzo
755,devono,759,dovere,they must,ellos deben,essi devono
756,venuta,757,venire,coming,próximo,in arrivo
757,allo,756,a il,at the,en el,al
758,tenente,753,tenente,lieutenant,teniente,tenente
759,silenzio,753,silenzio,silence,silencio,silenzio
760,porto,751,porto,port,puerto,porta
761,uccidere,750,uccidere,kill,matar,uccisione
762,odio,750,odiare,hate,odiar,odio
763,sull',749,sull,on the,sobre el,sul
764,giocare,749,giocare,play,jugar,giocare
765,lontano,748,lontare,distant,distante,distante
766,durante,748,durante,during,durante,durante
767,segreto,747,segreto,secret,secreto,segreto
768,sole,746,sole,Sun,Sol,Sole
769,mettere,746,mettere,put,poner,Mettere
770,venite,744,venire,come,venir,Venire
771,dirmi,743,dire mi,tell me,dime,Dimmi
772,sistema,741,sistema,system,sistema,sistema
773,viaggio,740,viaggio,voyage,viaje,viaggio
774,causa,740,causa,cause,causa,causa
775,r,739,r,r,r,R
776,comandante,739,comandante,commander,comandante,comandante
777,settimane,738,settimana,weeks,semanas,settimane
778,semplice,738,semplice,simple,simple,semplice
779,minuto,738,minuto,minute,minuto,minuto
780,divertente,738,divertente,fun,divertido,divertimento
781,avresti,736,avresti,you would have,tendrías,avresti
782,grandi,734,grande,large,grande,grande
783,presidente,732,presidente,president,presidente,Presidente
784,bocca,732,bocca,mouth,boca,bocca
785,permesso,731,permettere,permit,permiso,permesso
786,vecchia,730,vecchio,old,viejo,vecchio
787,culo,730,culo,ass,culo,culo
788,sogno,728,sogno,dream,sueño,sogno
789,glielo,727,gli lo,him,a él,lui
790,c,727,c,c,C,C
791,guardare,725,guardare,watch,mirar,orologio
792,probabilmente,724,probabilmente,probably,probablemente,probabilmente
793,vengo,723,venire,I come,Yo voy,vengo
794,lasciami,720,lasciamare,leave me,Déjame,Lasciami
795,ie,720,ie,ie,es decir,cioè
796,negli,718,in il,in the,en el,nel
797,do,716,do,do,hacer,Fare
798,fermo,715,fermo,stopped,interrumpido,fermato
799,zitto,712,zitto,Shut up,Callarse la boca,Stai zitto
800,vera,712,vero,true,verdadero,VERO
801,tante,712,tanto,many,muchos,molti
802,ln,712,Ln,ln,en,ln
803,colonnello,712,colonnello,colonel,coronel,colonnello
804,stupido,710,stupidare,stupid,estúpido,stupido
805,cristo,709,cristo,Christ,Cristo,Cristo
806,conosce,707,conoscere,knows,sabe,conosce
807,fame,704,fama,hunger,hambre,fame
808,cura,704,cura,treatment,tratamiento,trattamento
809,prigione,703,prigione,prison,prisión,prigione
810,finire,703,finire,finish,finalizar,fine
811,farai,702,farai,you will do,harás,Tu lo farai
812,d,702,d,d,d,D
813,buonanotte,702,buonanotte,Good night,Buenas noches,Buona notte
814,tom,699,Tom,tom,Tomás,tom
815,prossima,699,prossimo,next,próximo,Prossimo
816,brava,695,bravo,Good,Bien,Bene
817,specie,694,specie,species,especies,specie
818,prende,693,prendere,takes,acepta,prende
819,piacerebbe,691,piacere,would like,gustaría,piacerebbe
820,circa,691,circa,about,acerca de,Di
821,funziona,690,funzionare,works,obras,lavori
822,dovete,690,dovere,you have to,tienes que,si deve
823,brutto,690,brutto,ugly,feo,brutto
824,vattene,689,vattene,get out,salir,uscire
825,sente,689,sentire,hear,escuchar,ascoltare
826,cavallo,688,cavallo,horse,caballo,cavallo
827,peccato,686,peccare,Sin,Pecado,Peccato
828,mattina,686,mattina,morning,mañana,Mattina
829,consiglio,686,consigliare,advise,aconsejar,consigliare
830,cambiare,685,cambiare,change,cambiar,modifica
831,saperlo,684,sapere lo,know it,Lo sé,lo so
832,usare,680,usare,use,usar,utilizzo
833,naturalmente,680,naturalmente,naturally,naturalmente,naturalmente
834,continua,680,continuare,continues,continúa,continua
835,scelta,678,scegliere,choice,elección,scelta
836,possibilità,678,possibilità,possibility,posibilidad,possibilità
837,spesso,677,spesso,Often,A menudo,Spesso
838,dà,676,dare,from,de,da
839,dirti,675,dirtare,tell you,decirte,dirti
840,piuttosto,674,piuttosto,rather,bastante,Piuttosto
841,trovo,673,trovare,I find,Encuentro,io trovo
842,fondo,672,fondo,bottom,abajo,metter il fondo a
843,ricorda,671,ricordare,remember,recordar,Ricordare
844,guardate,671,guardare,watch,mirar,orologio
845,ospedale,670,ospedale,hospital,hospital,Ospedale
846,qualunque,668,qualunque,anyone,alguien,chiunque
847,maria,668,Maria,Mary,María,Maria
848,andrà,668,andare,it will go,Eso va a ir,andrà
849,legge,666,legge,law,ley,legge
850,agente,666,agente,agent,agente,agente
851,oltre,665,oltre,beyond,más allá de,al di là
852,avesse,665,avere,had,tenía,avevo
853,servizio,664,servizio,service,servicio,servizio
854,tanti,663,tanto,many,muchos,molti
855,messaggio,663,messaggio,message,mensaje,Messaggio
856,giornata,663,giornata,day,día,giorno
857,faceva,662,fare,he did,Él hizo,egli fece
858,energia,659,energia,power,fuerza,energia
859,incredibile,656,incredibile,incredible,increíble,incredibile
860,sala,655,sala,room,habitación,camera
861,mandato,655,mandare,mandate,mandato,mandato
862,chiamare,653,chiamare,call,llamar,chiamata
863,doveva,652,dovere,where you go,a donde vaya,dove va
864,libero,651,libero,free,gratis,gratuito
865,aereo,651,aereo,airplane,avión,aereo
866,ricevuto,649,ricevere,received,recibió,ricevuto
867,porti,648,portare,ports,puertos,porti
868,preoccuparti,647,preoccupare ti,worry,preocuparse,preoccupazione
869,uh,644,uh,uh,oh,eh
870,finalmente,644,finalmente,finally,finalmente,Finalmente
871,quali,643,quale,which,cual,Quale
872,stronzo,642,stronzo,asshole,Estúpido,Stronzo
873,mostro,642,mostro,monster,monstruo,mostro
874,sette,641,sette,seven,Siete,Sette
875,pronta,640,pronto,ready,listo,pronto
876,metti,640,mettare,you put,pones,metti
877,henry,640,Henry,henry,Enrique,Enrico
878,programma,637,programma,plan,plan,piano
879,poteva,637,potere,he could,el podria,lui potrebbe
880,parti,637,parte,set off,activar,partire
881,saputo,634,sapere,known,conocido,conosciuto
882,partita,634,partita,match,fósforo,incontro
883,gentile,633,gentile,Kind,Amable,Tipo
884,poter,632,potere,be able to,ser capaz de,essere in grado di
885,freddo,632,freddo,Freddo,Freddo,Freddo
886,s',629,s,yes,Sí,SÌ
887,piacciono,629,piacere,they like them,les gustan,gli piacciono
888,clark,629,clark,clark,clark,clark
889,vederti,628,vedere ti,see you,nos vemos,ci vediamo
890,domande,628,domanda,requests,peticiones,richieste
891,peggio,627,peggio,worse,peor,peggio
892,sanno,626,sapere,they know,ellos saben,loro sanno
893,genitori,626,genitore,parents,padres,genitori
894,amica,626,amico,friend,amigo,amico
895,solito,625,solire,usual,habitual,solito
896,anima,625,anima,soul,alma,anima
897,terribile,624,terribile,terrible,horrible,terribile
898,buonasera,624,Buonasera,Good evening,Buenas noches,Buonasera
899,oro,623,oro,gold,oro,oro
900,occhio,623,occhio,eye,ojo,occhio
901,si',622,si,Yes&#39;,Sí&#39;,SÌ&#39;
902,radio,621,radio,radio,radio,Radio
903,quante,620,quanto,how much it is,cuánto es,quanto è
904,pieno,620,pieno,full,lleno,pieno
905,rapporto,619,rapporto,relationship,relación,relazione
906,avrai,619,avere,you will have,usted tendrá,tu avrai
907,alcune,619,alcuno,someone,alguien,qualcuno
908,provare,618,provare,try,intentar,Tentativo
909,carino,616,carino,cute,lindo,Carino
910,scoperto,615,scoprire,discovery,descubrimiento,scoperta
911,america,614,America,America,America,America
912,denaro,613,denaro,money,dinero,soldi
913,compagnia,611,compagnia,company,compañía,azienda
914,interessante,609,interessante,Interesting,Interesante,Interessante
915,avvocato,609,avvocare,lawyer,abogado,avvocato
916,t',607,t,t&#39;,t&#39;,T&#39;
917,vestito,606,vestire,dress,vestido,vestito
918,ottimo,606,ottimo,Optimal,Óptimo,Ottimale
919,avevano,605,avere,they had,tuvieron,avevano
920,esercito,604,esercito,army,ejército,esercito
921,vestiti,602,vestito,clothes,ropa,vestiti
922,treno,602,treno,train,tren,treno
923,succedendo,602,succedere,happening,sucediendo,accadendo
924,mese,602,mese,month,mes,mese
925,impossibile,602,impossibile,impossible,imposible,impossibile
926,chiunque,602,chiunque,whoever,quien,chiunque
927,vale,599,valere,it&#39;s worth it,vale la pena,ne vale la pena
928,nello,599,in il,in,en,In
929,milioni,598,milione,millions,millones,milioni
930,cibo,598,cibo,food,alimento,cibo
931,tempi,597,tempo,times,veces,volte
932,jim,597,jim,jim,jim,Jim
933,piu,596,piu,more,más,Di più
934,laggiù,596,laggiù,over there,allí,laggiù
935,intorno,596,intorno,environment,ambiente,ambiente
936,servono,595,servire,they are needed,son necesarios,sono necessari
937,chiave,595,chiave,key,llave,chiave
938,coi,593,con il,with,con,con
939,diritto,591,diritto,right,bien,Giusto
940,dimenticato,591,dimenticare,forgotten,olvidado,dimenticato
941,ve,590,ve,ve,ve,ve
942,natale,589,Natale,Christmas,Navidad,Natale
943,calma,589,calma,calm,calma,calma
944,altrimenti,589,altrimenti,otherwise,de lo contrario,Altrimenti
945,t,588,t,t,t,T
946,miss,588,Miss,miss,extrañar,mancare
947,provato,587,provare,tried,intentó,provato
948,dirlo,587,dire lo,say it,dilo,Dillo
949,cinema,587,cinema,cinema,cine,cinema
950,chiedere,587,chiedere,ask,preguntar,chiedere
951,ritardo,585,ritardo,delay,demora,ritardo
952,realtà,585,realtà,reality,realidad,la realtà
953,mare,585,mare,sea,mar,mare
954,maestro,584,maestro,master,maestro,maestro
955,tv,583,televisione,TV,TELEVISOR,tv
956,pagare,583,pagare,pay,pagar,paga
957,pianeta,582,pianeta,planet,planeta,pianeta
958,fronte,582,fronte,forehead,frente,fronte
959,addosso,582,addosso,on,en,SU
960,entrambi,581,entrambi,both,ambos,Entrambi
961,dia,580,dare,dia,dia,diametro
962,cambiato,580,cambiare,changed,cambió,cambiato
963,interessa,579,interessare,interest,interés,interesse
964,assolutamente,579,assolutamente,absolutely,absolutamente,assolutamente
965,risposta,577,risposta,answer,respuesta,risposta
966,rispetto,576,rispetto,respect,respeto,rispetto
967,pena,575,pena,sorry,Lo siento,Scusa
968,gesù,575,Gesù,Jesus,Jesús,Gesù
969,michael,574,Michael,michael,Miguel,Michael
970,incontro,574,incontro,encounter,encontrar,incontrare
971,cercato,574,cercare,looked for,buscado,cercato
972,occhiata,573,occhiato,look,mirar,Aspetto
973,pensando,572,pensare,thinking,pensamiento,pensiero
974,cioè,572,cioè,Meaning what,Que quieres decir,Significato cosa
975,the,571,the,the,el,IL
976,notizie,571,notizia,news,noticias,notizia
977,sorpresa,568,sorpresa,surprise,sorpresa,sorpresa
978,bastardo,568,Bastardo,Bastard,Bastardo,Bastardo
979,salute,567,salute,Health,Salud,Salute
980,lettera,567,lettera,letter,carta,lettera
981,incidente,567,incidente,accident,accidente,incidente
982,grosso,567,grosso,big,grande,grande
983,soli,566,solo,alone,solo,solo
984,mica,565,mica,not,no,non
985,sembrava,564,sembrare,It seemed,Parecio,Sembrava
986,grado,564,grado,degree,grado,grado
987,aiutare,564,aiutare,help,ayuda,aiuto
988,sinistra,563,sinistra,left,izquierda,Sinistra
989,dovevo,563,dovere,I had to,tuve que,Dovevo
990,contento,563,contento,happy,feliz,Contento
991,canzone,563,canzone,song,canción,canzone
992,sapeva,562,sapere,He knew,Él sabía,Lui sapeva
993,santo,562,santo,holy,santo,santo
994,verrà,560,venire,it will come,vendrá,verrà
995,saremo,560,saremo,we will be,estaremos,noi saremo
996,speciale,559,speciale,special,especial,speciale
997,diceva,559,dire,he said,él dijo,Egli ha detto
998,posizione,558,posizione,position,posición,posizione
999,gruppo,558,gruppo,group,grupo,gruppo
1000,giuro,555,giurare,I swear,Lo juro,Lo giuro
1001,va',554,andare,it goes&#39;,va&#39;,va&#39;
1002,m,554,m,m,metro,M
1003,dolore,554,dolore,ache,dolor,dolore
1004,bordo,554,bordo,edge,borde,bordo
1005,idiota,552,idiota,idiot,estúpido,idiota
1006,missione,551,missione,mission,misión,missione
1007,dunque,551,dunque,so,entonces,COSÌ
1008,billy,549,billy,billy,porra,Billy
1009,pranzo,548,pranzo,lunch,almuerzo,pranzo
1010,direi,548,dire,I&#39;d say,Yo diría que,direi
1011,joe,546,Joe,joe,José,Joe
1012,dolce,546,dolce,Sweet,Dulce,Dolce
1013,medico,544,medico,doctor,doctor,medico
1014,parigi,543,Parigi,Paris,París,Parigi
1015,dagli,542,da il,give it,darle,daglielo
1016,fin,540,fino,fin,aleta,pinna
1017,farci,540,fare ci,make us,Haznos,farci
1018,diverso,540,diverso,different,diferente,diverso
1019,ama,539,amare,loves,ama,gli amori
1020,trovi,538,trovare,you find,tu encuentras,trovate
1021,sta',538,stare,is&#39;,es&#39;,È&#39;
1022,sesso,538,sesso,sex,sexo,sesso
1023,dirò,538,dire,I will say,diré,dirò
1024,base,538,base,basic,básico,di base
1025,partire,537,partire,start,comenzar,inizio
1026,prove,536,prova,tests,pruebas,test
1027,chiuso,536,chiudere,closed,cerrado,Chiuso
1028,scusate,535,scusare,Excuse me,Disculpe,Mi scusi
1029,linea,534,linea,line,línea,linea
1030,umano,533,umano,human,humano,umano
1031,ponte,533,Ponte,bridge,puente,ponte
1032,esempio,533,esempio,example,ejemplo,esempio
1033,vengono,532,venire,they come,vienen,arrivano
1034,rimasto,532,rimanere,remained,se mantuvo,è rimasta
1035,mille,532,mille,one thousand,mil,mille
1036,caccia,532,caccia,hunting,caza,a caccia
1037,stanotte,531,stanotte,tonight,esta noche,stasera
1038,frank,531,frank,frank,franco,Franco
1039,continuare,531,continuare,to continue,continuar,continuare
1040,simile,530,simile,similar,similar,simile
1041,prossimo,530,prossimo,next,próximo,Prossimo
1042,libertà,530,libertà,freedom,libertad,libertà
1043,normale,529,normale,normal,normal,normale
1044,comando,528,comando,command,dominio,comando
